StudyID,GroupLevel,MetricID,GroupID,Numerator,Denominator,Metric,Score,Flag,SnapshotDate
AA-AA-000-0000,Site,kri0006,155,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,160,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,162,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,23,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,25,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,27,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,32,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,34,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,47,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,64,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,68,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,70,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,80,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,96,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,97,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,98,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,101,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,103,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,105,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,111,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,112,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,12,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,123,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,124,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,126,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,130,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,133,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,135,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,136,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,137,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,148,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,151,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,158,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,16,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,164,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,168,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,171,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,179,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,18,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,180,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,181,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,182,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,185,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,188,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,20,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,22,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,26,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,3,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,31,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,33,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,36,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,40,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,41,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,44,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,48,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,52,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,57,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,6,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,65,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,72,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,87,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0006,9,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,15,1,1,1,,,2009-12-01
AA-AA-000-0000,Site,kri0007,182,1,1,1,,,2009-12-01
AA-AA-000-0000,Site,kri0007,53,1,1,1,,,2009-12-01
AA-AA-000-0000,Site,kri0007,28,2,2,1,,,2009-12-01
AA-AA-000-0000,Site,kri0007,60,1,2,0.5,,,2009-12-01
AA-AA-000-0000,Site,kri0007,13,2,6,0.333333333,2.721833089,2,2009-12-01
AA-AA-000-0000,Site,kri0007,166,2,8,0.25,2.195868709,1,2009-12-01
AA-AA-000-0000,Site,kri0007,186,1,3,0.333333333,1.924626634,0,2009-12-01
AA-AA-000-0000,Site,kri0007,190,1,3,0.333333333,1.924626634,0,2009-12-01
AA-AA-000-0000,Site,kri0007,29,1,3,0.333333333,1.924626634,0,2009-12-01
AA-AA-000-0000,Site,kri0007,39,1,3,0.333333333,1.924626634,0,2009-12-01
AA-AA-000-0000,Site,kri0007,50,1,3,0.333333333,1.924626634,0,2009-12-01
AA-AA-000-0000,Site,kri0007,104,1,4,0.25,1.552713655,0,2009-12-01
AA-AA-000-0000,Site,kri0007,59,1,4,0.25,1.552713655,0,2009-12-01
AA-AA-000-0000,Site,kri0007,83,1,4,0.25,1.552713655,0,2009-12-01
AA-AA-000-0000,Site,kri0007,91,1,5,0.2,1.286769245,0,2009-12-01
AA-AA-000-0000,Site,kri0007,170,2,11,0.181818182,1.66629738,0,2009-12-01
AA-AA-000-0000,Site,kri0007,114,1,6,0.166666667,1.081523082,0,2009-12-01
AA-AA-000-0000,Site,kri0007,131,1,6,0.166666667,1.081523082,0,2009-12-01
AA-AA-000-0000,Site,kri0007,77,1,8,0.125,0.775318573,0,2009-12-01
AA-AA-000-0000,Site,kri0007,10,1,9,0.111111111,0.654936091,0,2009-12-01
AA-AA-000-0000,Site,kri0007,140,3,30,0.1,0.951221258,0,2009-12-01
AA-AA-000-0000,Site,kri0007,143,1,12,0.083333333,0.369630281,0,2009-12-01
AA-AA-000-0000,Site,kri0007,94,1,12,0.083333333,0.369630281,0,2009-12-01
AA-AA-000-0000,Site,kri0007,43,1,17,0.058823529,0.033910802,0,2009-12-01
AA-AA-000-0000,Site,kri0007,139,0,28,0,-1.207117723,0,2009-12-01
AA-AA-000-0000,Site,kri0007,5,0,18,0,-0.967847346,0,2009-12-01
AA-AA-000-0000,Site,kri0007,62,0,15,0,-0.883519706,0,2009-12-01
AA-AA-000-0000,Site,kri0007,172,0,11,0,-0.756601074,0,2009-12-01
AA-AA-000-0000,Site,kri0007,189,0,11,0,-0.756601074,0,2009-12-01
AA-AA-000-0000,Site,kri0007,56,0,10,0,-0.721390819,0,2009-12-01
AA-AA-000-0000,Site,kri0007,86,0,10,0,-0.721390819,0,2009-12-01
AA-AA-000-0000,Site,kri0007,173,0,8,0,-0.645231564,0,2009-12-01
AA-AA-000-0000,Site,kri0007,8,0,8,0,-0.645231564,0,2009-12-01
AA-AA-000-0000,Site,kri0007,54,0,7,0,-0.603558862,0,2009-12-01
AA-AA-000-0000,Site,kri0007,118,0,6,0,-0.558786926,0,2009-12-01
AA-AA-000-0000,Site,kri0007,122,0,6,0,-0.558786926,0,2009-12-01
AA-AA-000-0000,Site,kri0007,174,0,6,0,-0.558786926,0,2009-12-01
AA-AA-000-0000,Site,kri0007,58,0,6,0,-0.558786926,0,2009-12-01
AA-AA-000-0000,Site,kri0007,69,0,6,0,-0.558786926,0,2009-12-01
AA-AA-000-0000,Site,kri0007,141,0,5,0,-0.51010034,0,2009-12-01
AA-AA-000-0000,Site,kri0007,4,0,5,0,-0.51010034,0,2009-12-01
AA-AA-000-0000,Site,kri0007,61,0,5,0,-0.51010034,0,2009-12-01
AA-AA-000-0000,Site,kri0007,67,0,5,0,-0.51010034,0,2009-12-01
AA-AA-000-0000,Site,kri0007,71,0,5,0,-0.51010034,0,2009-12-01
AA-AA-000-0000,Site,kri0007,76,0,5,0,-0.51010034,0,2009-12-01
AA-AA-000-0000,Site,kri0007,85,0,5,0,-0.51010034,0,2009-12-01
AA-AA-000-0000,Site,kri0007,11,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,113,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,121,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,142,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,146,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,157,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,17,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,176,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,187,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,49,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,51,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,63,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,75,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,92,0,4,0,-0.456247614,0,2009-12-01
AA-AA-000-0000,Site,kri0007,128,0,3,0,-0.395122024,0,2009-12-01
AA-AA-000-0000,Site,kri0007,134,0,3,0,-0.395122024,0,2009-12-01
AA-AA-000-0000,Site,kri0007,138,0,3,0,-0.395122024,0,2009-12-01
AA-AA-000-0000,Site,kri0007,153,0,3,0,-0.395122024,0,2009-12-01
AA-AA-000-0000,Site,kri0007,156,0,3,0,-0.395122024,0,2009-12-01
AA-AA-000-0000,Site,kri0007,163,0,3,0,-0.395122024,0,2009-12-01
AA-AA-000-0000,Site,kri0007,167,0,3,0,-0.395122024,0,2009-12-01
AA-AA-000-0000,Site,kri0007,177,0,3,0,-0.395122024,0,2009-12-01
AA-AA-000-0000,Site,kri0007,30,0,3,0,-0.395122024,0,2009-12-01
AA-AA-000-0000,Site,kri0007,35,0,3,0,-0.395122024,0,2009-12-01
AA-AA-000-0000,Site,kri0007,7,0,3,0,-0.395122024,0,2009-12-01
AA-AA-000-0000,Site,kri0007,84,0,3,0,-0.395122024,0,2009-12-01
AA-AA-000-0000,Site,kri0007,106,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,107,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,116,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,119,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,127,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,144,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,147,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,149,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,150,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,152,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,155,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,160,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,162,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,23,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,25,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,27,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,32,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,34,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,46,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,47,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,64,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,68,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,70,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,80,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,96,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,97,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,98,0,2,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,101,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,103,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,105,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,111,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,112,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,12,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,123,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,124,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,126,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,130,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,133,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,135,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,136,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,137,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,148,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,151,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,158,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,16,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,164,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,168,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,171,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,179,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,18,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,180,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,181,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,185,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,188,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,20,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,22,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,26,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,3,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,31,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,33,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,36,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,40,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,41,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,44,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,48,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,52,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,57,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,6,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,65,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,72,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,87,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0007,9,0,1,0,,,2009-12-01
AA-AA-000-0000,Site,kri0008,179,144,2032,0.070866142,7.574378712,2,2009-12-01
AA-AA-000-0000,Site,kri0008,111,67,1863,0.0359635,2.281347361,1,2009-12-01
AA-AA-000-0000,Site,kri0008,114,249,9105,0.027347611,2.330491441,1,2009-12-01
AA-AA-000-0000,Site,kri0008,86,411,16322,0.025180738,2.206764328,1,2009-12-01
AA-AA-000-0000,Site,kri0008,105,57,1704,0.033450704,1.839537722,0,2009-12-01
AA-AA-000-0000,Site,kri0008,151,62,1945,0.031876607,1.736240762,0,2009-12-01
AA-AA-000-0000,Site,kri0008,171,63,2037,0.030927835,1.635524865,0,2009-12-01
AA-AA-000-0000,Site,kri0008,70,81,3090,0.026213592,1.14963034,0,2009-12-01
AA-AA-000-0000,Site,kri0008,123,40,1586,0.025220681,0.693142157,0,2009-12-01
AA-AA-000-0000,Site,kri0008,124,41,1627,0.025199754,0.699258823,0,2009-12-01
AA-AA-000-0000,Site,kri0008,130,41,1627,0.025199754,0.699258823,0,2009-12-01
AA-AA-000-0000,Site,kri0008,39,119,4768,0.024958054,1.141976414,0,2009-12-01
AA-AA-000-0000,Site,kri0008,30,134,5430,0.024677716,1.150510149,0,2009-12-01
AA-AA-000-0000,Site,kri0008,164,38,1545,0.024595469,0.603030103,0,2009-12-01
AA-AA-000-0000,Site,kri0008,6,37,1509,0.024519549,0.586231189,0,2009-12-01
AA-AA-000-0000,Site,kri0008,189,366,15094,0.024248046,1.74399968,0,2009-12-01
AA-AA-000-0000,Site,kri0008,17,167,6965,0.023977028,1.110052863,0,2009-12-01
AA-AA-000-0000,Site,kri0008,155,73,3054,0.023903078,0.72156562,0,2009-12-01
AA-AA-000-0000,Site,kri0008,163,121,5112,0.023669797,0.878508811,0,2009-12-01
AA-AA-000-0000,Site,kri0008,63,151,6508,0.023202213,0.866755314,0,2009-12-01
AA-AA-000-0000,Site,kri0008,157,122,5292,0.023053666,0.745937438,0,2009-12-01
AA-AA-000-0000,Site,kri0008,54,265,11620,0.022805508,1.017065792,0,2009-12-01
AA-AA-000-0000,Site,kri0008,12,37,1627,0.022741242,0.372020465,0,2009-12-01
AA-AA-000-0000,Site,kri0008,76,162,7144,0.022676372,0.761456623,0,2009-12-01
AA-AA-000-0000,Site,kri0008,59,132,5841,0.02259887,0.668976583,0,2009-12-01
AA-AA-000-0000,Site,kri0008,185,39,1735,0.022478386,0.348039701,0,2009-12-01
AA-AA-000-0000,Site,kri0008,166,232,10393,0.022322717,0.799454752,0,2009-12-01
AA-AA-000-0000,Site,kri0008,40,30,1350,0.022222222,0.27594667,0,2009-12-01
AA-AA-000-0000,Site,kri0008,98,67,3049,0.021974418,0.369549913,0,2009-12-01
AA-AA-000-0000,Site,kri0008,116,44,2007,0.021923269,0.292263606,0,2009-12-01
AA-AA-000-0000,Site,kri0008,13,184,8454,0.021764845,0.55176832,0,2009-12-01
AA-AA-000-0000,Site,kri0008,44,36,1658,0.021712907,0.237374423,0,2009-12-01
AA-AA-000-0000,Site,kri0008,49,127,5877,0.021609665,0.420791795,0,2009-12-01
AA-AA-000-0000,Site,kri0008,41,35,1627,0.021511985,0.208401285,0,2009-12-01
AA-AA-000-0000,Site,kri0008,136,34,1581,0.021505376,0.20456696,0,2009-12-01
AA-AA-000-0000,Site,kri0008,173,266,12375,0.021494949,0.568496691,0,2009-12-01
AA-AA-000-0000,Site,kri0008,133,29,1355,0.021402214,0.176851133,0,2009-12-01
AA-AA-000-0000,Site,kri0008,22,33,1545,0.021359223,0.183267492,0,2009-12-01
AA-AA-000-0000,Site,kri0008,32,66,3090,0.021359223,0.259179373,0,2009-12-01
AA-AA-000-0000,Site,kri0008,31,36,1699,0.021188935,0.169022062,0,2009-12-01
AA-AA-000-0000,Site,kri0008,72,34,1627,0.020897357,0.126591696,0,2009-12-01
AA-AA-000-0000,Site,kri0008,153,108,5169,0.02089379,0.224792973,0,2009-12-01
AA-AA-000-0000,Site,kri0008,140,789,37972,0.020778468,0.53511701,0,2009-12-01
AA-AA-000-0000,Site,kri0008,121,125,6016,0.020777926,0.212856816,0,2009-12-01
AA-AA-000-0000,Site,kri0008,60,64,3085,0.020745543,0.146491542,0,2009-12-01
AA-AA-000-0000,Site,kri0008,139,794,38346,0.020706201,0.491047913,0,2009-12-01
AA-AA-000-0000,Site,kri0008,101,35,1699,0.020600353,0.088964695,0,2009-12-01
AA-AA-000-0000,Site,kri0008,56,227,11020,0.020598911,0.226075354,0,2009-12-01
AA-AA-000-0000,Site,kri0008,143,330,16030,0.0205864,0.267437995,0,2009-12-01
AA-AA-000-0000,Site,kri0008,147,71,3449,0.020585677,0.123911554,0,2009-12-01
AA-AA-000-0000,Site,kri0008,5,508,24730,0.020541852,0.309058498,0,2009-12-01
AA-AA-000-0000,Site,kri0008,128,42,2048,0.020507813,0.083855975,0,2009-12-01
AA-AA-000-0000,Site,kri0008,53,27,1319,0.020470053,0.062771054,0,2009-12-01
AA-AA-000-0000,Site,kri0008,94,343,16815,0.020398454,0.193484866,0,2009-12-01
AA-AA-000-0000,Site,kri0008,122,149,7396,0.020146025,0.056684101,0,2009-12-01
AA-AA-000-0000,Site,kri0008,152,62,3085,0.020097245,0.027668572,0,2009-12-01
AA-AA-000-0000,Site,kri0008,168,31,1545,0.020064725,0.015362447,0,2009-12-01
AA-AA-000-0000,Site,kri0008,69,195,9737,0.020026702,0.026185448,0,2009-12-01
AA-AA-000-0000,Site,kri0008,28,48,2402,0.019983347,0.00599399,0,2009-12-01
AA-AA-000-0000,Site,kri0008,127,64,3239,0.019759185,-0.035138026,0,2009-12-01
AA-AA-000-0000,Site,kri0008,26,34,1735,0.019596542,-0.048072533,0,2009-12-01
AA-AA-000-0000,Site,kri0008,174,130,6652,0.019542995,-0.108540542,0,2009-12-01
AA-AA-000-0000,Site,kri0008,170,263,13504,0.019475711,-0.180450133,0,2009-12-01
AA-AA-000-0000,Site,kri0008,43,429,22045,0.019460195,-0.238160461,0,2009-12-01
AA-AA-000-0000,Site,kri0008,177,99,5112,0.019366197,-0.136863343,0,2009-12-01
AA-AA-000-0000,Site,kri0008,91,143,7386,0.019360953,-0.165998736,0,2009-12-01
AA-AA-000-0000,Site,kri0008,10,224,11580,0.019343696,-0.213980125,0,2009-12-01
AA-AA-000-0000,Site,kri0008,20,29,1504,0.019281915,-0.08502213,0,2009-12-01
AA-AA-000-0000,Site,kri0008,77,246,12776,0.019254853,-0.257896234,0,2009-12-01
AA-AA-000-0000,Site,kri0008,50,95,4948,0.019199677,-0.173302838,0,2009-12-01
AA-AA-000-0000,Site,kri0008,83,80,4167,0.019198464,-0.159296897,0,2009-12-01
AA-AA-000-0000,Site,kri0008,142,117,6098,0.019186619,-0.195755796,0,2009-12-01
AA-AA-000-0000,Site,kri0008,8,218,11466,0.019012733,-0.329869624,0,2009-12-01
AA-AA-000-0000,Site,kri0008,137,30,1581,0.018975332,-0.127397849,0,2009-12-01
AA-AA-000-0000,Site,kri0008,150,41,2166,0.018928901,-0.156247122,0,2009-12-01
AA-AA-000-0000,Site,kri0008,160,54,2859,0.018887723,-0.186776128,0,2009-12-01
AA-AA-000-0000,Site,kri0008,181,8,426,0.018779343,-0.079478957,0,2009-12-01
AA-AA-000-0000,Site,kri0008,148,29,1545,0.018770227,-0.152542597,0,2009-12-01
AA-AA-000-0000,Site,kri0008,57,29,1545,0.018770227,-0.152542597,0,2009-12-01
AA-AA-000-0000,Site,kri0008,67,128,6832,0.018735363,-0.330284416,0,2009-12-01
AA-AA-000-0000,Site,kri0008,23,44,2361,0.018636171,-0.210065643,0,2009-12-01
AA-AA-000-0000,Site,kri0008,4,100,5404,0.018504811,-0.349673236,0,2009-12-01
AA-AA-000-0000,Site,kri0008,87,30,1622,0.018495684,-0.19278413,0,2009-12-01
AA-AA-000-0000,Site,kri0008,180,29,1581,0.018342821,-0.210389051,0,2009-12-01
AA-AA-000-0000,Site,kri0008,58,158,8623,0.018323089,-0.497391125,0,2009-12-01
AA-AA-000-0000,Site,kri0008,85,122,6673,0.018282632,-0.448457639,0,2009-12-01
AA-AA-000-0000,Site,kri0008,182,12,657,0.01826484,-0.142220856,0,2009-12-01
AA-AA-000-0000,Site,kri0008,47,56,3085,0.01815235,-0.328800337,0,2009-12-01
AA-AA-000-0000,Site,kri0008,187,96,5292,0.01814059,-0.43346337,0,2009-12-01
AA-AA-000-0000,Site,kri0008,16,28,1545,0.018122977,-0.23649512,0,2009-12-01
AA-AA-000-0000,Site,kri0008,51,113,6303,0.017927971,-0.528762216,0,2009-12-01
AA-AA-000-0000,Site,kri0008,172,287,16092,0.017834949,-0.883812913,0,2009-12-01
AA-AA-000-0000,Site,kri0008,134,61,3434,0.017763541,-0.422085977,0,2009-12-01
AA-AA-000-0000,Site,kri0008,62,325,18376,0.017686112,-1.01103246,0,2009-12-01
AA-AA-000-0000,Site,kri0008,106,60,3393,0.017683466,-0.434950407,0,2009-12-01
AA-AA-000-0000,Site,kri0008,27,39,2207,0.017671047,-0.352716722,0,2009-12-01
AA-AA-000-0000,Site,kri0008,29,66,3788,0.017423442,-0.512381121,0,2009-12-01
AA-AA-000-0000,Site,kri0008,84,67,3860,0.017357513,-0.530744436,0,2009-12-01
AA-AA-000-0000,Site,kri0008,162,28,1622,0.017262639,-0.356655303,0,2009-12-01
AA-AA-000-0000,Site,kri0008,141,108,6257,0.017260668,-0.701011486,0,2009-12-01
AA-AA-000-0000,Site,kri0008,3,30,1740,0.017241379,-0.372327178,0,2009-12-01
AA-AA-000-0000,Site,kri0008,119,55,3203,0.017171402,-0.518228344,0,2009-12-01
AA-AA-000-0000,Site,kri0008,190,75,4368,0.01717033,-0.605413047,0,2009-12-01
AA-AA-000-0000,Site,kri0008,138,63,3670,0.017166213,-0.555759809,0,2009-12-01
AA-AA-000-0000,Site,kri0008,92,88,5143,0.017110636,-0.671055979,0,2009-12-01
AA-AA-000-0000,Site,kri0008,149,31,1817,0.01706109,-0.405836091,0,2009-12-01
AA-AA-000-0000,Site,kri0008,35,79,4666,0.01693099,-0.679673195,0,2009-12-01
AA-AA-000-0000,Site,kri0008,18,26,1545,0.016828479,-0.404400164,0,2009-12-01
AA-AA-000-0000,Site,kri0008,33,26,1545,0.016828479,-0.404400164,0,2009-12-01
AA-AA-000-0000,Site,kri0008,96,48,2854,0.0168185,-0.551393721,0,2009-12-01
AA-AA-000-0000,Site,kri0008,71,98,5836,0.016792324,-0.795082173,0,2009-12-01
AA-AA-000-0000,Site,kri0008,112,18,1083,0.016620499,-0.361165757,0,2009-12-01
AA-AA-000-0000,Site,kri0008,156,78,4707,0.016571064,-0.764138803,0,2009-12-01
AA-AA-000-0000,Site,kri0008,34,51,3085,0.016531605,-0.625857761,0,2009-12-01
AA-AA-000-0000,Site,kri0008,11,79,4794,0.016478932,-0.792218649,0,2009-12-01
AA-AA-000-0000,Site,kri0008,7,70,4250,0.016470588,-0.747711969,0,2009-12-01
AA-AA-000-0000,Site,kri0008,118,129,7889,0.016351882,-1.05350279,0,2009-12-01
AA-AA-000-0000,Site,kri0008,186,66,4085,0.016156671,-0.79926174,0,2009-12-01
AA-AA-000-0000,Site,kri0008,176,86,5338,0.016110903,-0.924689452,0,2009-12-01
AA-AA-000-0000,Site,kri0008,48,18,1119,0.016085791,-0.426143557,0,2009-12-01
AA-AA-000-0000,Site,kri0008,131,120,7484,0.016034206,-1.116792427,0,2009-12-01
AA-AA-000-0000,Site,kri0008,167,69,4481,0.015398349,-1.004615432,0,2009-12-01
AA-AA-000-0000,Site,kri0008,80,51,3393,0.015030946,-0.944807623,0,2009-12-01
AA-AA-000-0000,Site,kri0008,64,7,467,0.014989293,-0.353487951,0,2009-12-01
AA-AA-000-0000,Site,kri0008,97,41,2741,0.014958045,-0.861786904,0,2009-12-01
