StudyID,MetricID,Threshold,Numerator,Denominator,LogDenominator,SnapshotDate
AA-AA-000-0000,cou0007,-2,46.51928108,813.312,6.7011148,2023-05-01
AA-AA-000-0000,cou0007,-2,46.72612532,816.168,6.704620216,2023-05-01
AA-AA-000-0000,cou0007,-2,46.93304545,819.024,6.708113387,2023-05-01
AA-AA-000-0000,cou0007,-2,47.14004107,821.88,6.711594399,2023-05-01
AA-AA-000-0000,cou0007,-2,47.34711179,824.736,6.715063335,2023-05-01
AA-AA-000-0000,cou0007,-2,47.55425723,827.592,6.718520279,2023-05-01
AA-AA-000-0000,cou0007,-2,47.76147698,830.448,6.721965314,2023-05-01
AA-AA-000-0000,cou0007,-2,47.96877068,833.304,6.725398522,2023-05-01
AA-AA-000-0000,cou0007,-2,48.17613794,836.16,6.728819982,2023-05-01
AA-AA-000-0000,cou0007,-2,48.38357838,839.016,6.732229777,2023-05-01
AA-AA-000-0000,cou0007,-2,48.59109164,841.872,6.735627984,2023-05-01
AA-AA-000-0000,cou0007,-2,48.79867734,844.728,6.739014682,2023-05-01
AA-AA-000-0000,cou0007,-2,49.00633511,847.584,6.742389949,2023-05-01
AA-AA-000-0000,cou0007,-2,49.21406459,850.44,6.745753863,2023-05-01
AA-AA-000-0000,cou0007,-2,49.42186541,853.296,6.749106498,2023-05-01
AA-AA-000-0000,cou0007,-2,49.62973724,856.152,6.75244793,2023-05-01
AA-AA-000-0000,cou0007,-2,49.83767969,859.008,6.755778235,2023-05-01
AA-AA-000-0000,cou0007,-2,50.04569243,861.864,6.759097486,2023-05-01
AA-AA-000-0000,cou0007,-2,50.25377511,864.72,6.762405755,2023-05-01
AA-AA-000-0000,cou0007,-2,50.46192737,867.576,6.765703116,2023-05-01
AA-AA-000-0000,cou0007,-2,50.67014888,870.432,6.76898964,2023-05-01
AA-AA-000-0000,cou0007,-2,50.8784393,873.288,6.772265398,2023-05-01
AA-AA-000-0000,cou0007,-2,51.08679828,876.144,6.775530461,2023-05-01
AA-AA-000-0000,cou0007,-2,51.2952255,879,6.778784898,2023-05-01
AA-AA-000-0000,cou0007,-2,51.50372061,881.856,6.782028777,2023-05-01
AA-AA-000-0000,cou0007,2,25.25744458,162.144,5.088484829,2023-05-01
AA-AA-000-0000,cou0007,2,25.60459012,165,5.105945474,2023-05-01
AA-AA-000-0000,cou0007,2,25.95090071,167.856,5.123106469,2023-05-01
AA-AA-000-0000,cou0007,2,26.29639755,170.712,5.139977926,2023-05-01
AA-AA-000-0000,cou0007,2,26.64110099,173.568,5.156569453,2023-05-01
AA-AA-000-0000,cou0007,2,26.98503053,176.424,5.172890189,2023-05-01
AA-AA-000-0000,cou0007,2,27.32820489,179.28,5.188948829,2023-05-01
AA-AA-000-0000,cou0007,2,27.67064204,182.136,5.204753661,2023-05-01
AA-AA-000-0000,cou0007,2,28.01235926,184.992,5.220312581,2023-05-01
AA-AA-000-0000,cou0007,2,28.35337316,187.848,5.235633125,2023-05-01
AA-AA-000-0000,cou0007,2,28.69369971,190.704,5.250722488,2023-05-01
AA-AA-000-0000,cou0007,2,29.0333543,193.56,5.265587542,2023-05-01
AA-AA-000-0000,cou0007,2,29.37235176,196.416,5.280234859,2023-05-01
AA-AA-000-0000,cou0007,2,29.71070635,199.272,5.294670726,2023-05-01
AA-AA-000-0000,cou0007,2,30.04843186,202.128,5.30890116,2023-05-01
AA-AA-000-0000,cou0007,2,30.38554156,204.984,5.322931927,2023-05-01
AA-AA-000-0000,cou0007,2,30.7220483,207.84,5.336768553,2023-05-01
AA-AA-000-0000,cou0007,2,31.05796444,210.696,5.350416336,2023-05-01
AA-AA-000-0000,cou0007,2,31.39330197,213.552,5.363880363,2023-05-01
AA-AA-000-0000,cou0007,2,31.72807245,216.408,5.377165515,2023-05-01
AA-AA-000-0000,cou0007,2,32.06228706,219.264,5.390276483,2023-05-01
AA-AA-000-0000,cou0007,2,32.39595664,222.12,5.403217776,2023-05-01
AA-AA-000-0000,cou0007,2,32.72909167,224.976,5.41599373,2023-05-01
AA-AA-000-0000,cou0007,2,33.06170229,227.832,5.428608515,2023-05-01
AA-AA-000-0000,cou0007,2,33.39379833,230.688,5.441066148,2023-05-01
AA-AA-000-0000,cou0007,2,33.72538931,233.544,5.453370496,2023-05-01
AA-AA-000-0000,cou0007,2,34.05648449,236.4,5.465525286,2023-05-01
AA-AA-000-0000,cou0007,2,34.3870928,239.256,5.477534108,2023-05-01
AA-AA-000-0000,cou0007,2,34.71722296,242.112,5.489400429,2023-05-01
AA-AA-000-0000,cou0007,2,35.04688338,244.968,5.50112759,2023-05-01
AA-AA-000-0000,cou0007,2,35.37608227,247.824,5.512718817,2023-05-01
AA-AA-000-0000,cou0007,2,35.70482757,250.68,5.524177225,2023-05-01
AA-AA-000-0000,cou0007,2,36.03312702,253.536,5.535505825,2023-05-01
AA-AA-000-0000,cou0007,2,36.36098814,256.392,5.546707523,2023-05-01
AA-AA-000-0000,cou0007,2,36.68841822,259.248,5.557785133,2023-05-01
AA-AA-000-0000,cou0007,2,37.01542437,262.104,5.568741372,2023-05-01
AA-AA-000-0000,cou0007,2,37.3420135,264.96,5.579578871,2023-05-01
AA-AA-000-0000,cou0007,2,37.66819233,267.816,5.590300178,2023-05-01
AA-AA-000-0000,cou0007,2,37.99396741,270.672,5.600907756,2023-05-01
AA-AA-000-0000,cou0007,2,38.31934511,273.528,5.611403993,2023-05-01
AA-AA-000-0000,cou0007,2,38.64433165,276.384,5.621791203,2023-05-01
AA-AA-000-0000,cou0007,2,38.96893306,279.24,5.632071627,2023-05-01
AA-AA-000-0000,cou0007,2,39.29315525,282.096,5.642247439,2023-05-01
AA-AA-000-0000,cou0007,2,39.61700395,284.952,5.652320745,2023-05-01
AA-AA-000-0000,cou0007,2,39.94048478,287.808,5.662293591,2023-05-01
AA-AA-000-0000,cou0007,2,40.26360318,290.664,5.672167961,2023-05-01
AA-AA-000-0000,cou0007,2,40.58636449,293.52,5.68194578,2023-05-01
AA-AA-000-0000,cou0007,2,40.90877391,296.376,5.691628918,2023-05-01
AA-AA-000-0000,cou0007,2,41.23083652,299.232,5.701219192,2023-05-01
AA-AA-000-0000,cou0007,2,41.55255726,302.088,5.710718366,2023-05-01
AA-AA-000-0000,cou0007,2,41.87394097,304.944,5.720128153,2023-05-01
AA-AA-000-0000,cou0007,2,42.19499238,307.8,5.729450221,2023-05-01
AA-AA-000-0000,cou0007,2,42.51571611,310.656,5.738686191,2023-05-01
AA-AA-000-0000,cou0007,2,42.83611665,313.512,5.747837637,2023-05-01
AA-AA-000-0000,cou0007,2,43.15619842,316.368,5.756906093,2023-05-01
AA-AA-000-0000,cou0007,2,43.47596572,319.224,5.765893051,2023-05-01
AA-AA-000-0000,cou0007,2,43.79542277,322.08,5.774799962,2023-05-01
AA-AA-000-0000,cou0007,2,44.11457368,324.936,5.78362824,2023-05-01
AA-AA-000-0000,cou0007,2,44.43342248,327.792,5.792379261,2023-05-01
AA-AA-000-0000,cou0007,2,44.75197311,330.648,5.801054365,2023-05-01
AA-AA-000-0000,cou0007,2,45.07022942,333.504,5.809654859,2023-05-01
AA-AA-000-0000,cou0007,2,45.38819519,336.36,5.818182015,2023-05-01
AA-AA-000-0000,cou0007,2,45.70587411,339.216,5.826637073,2023-05-01
AA-AA-000-0000,cou0007,2,46.02326979,342.072,5.835021241,2023-05-01
AA-AA-000-0000,cou0007,2,46.34038578,344.928,5.8433357,2023-05-01
AA-AA-000-0000,cou0007,2,46.65722554,347.784,5.851581597,2023-05-01
AA-AA-000-0000,cou0007,2,46.97379246,350.64,5.859760056,2023-05-01
AA-AA-000-0000,cou0007,2,47.29008988,353.496,5.86787217,2023-05-01
AA-AA-000-0000,cou0007,2,47.60612106,356.352,5.875919006,2023-05-01
AA-AA-000-0000,cou0007,2,47.92188918,359.208,5.883901608,2023-05-01
AA-AA-000-0000,cou0007,2,48.23739738,362.064,5.891820992,2023-05-01
AA-AA-000-0000,cou0007,2,48.55264873,364.92,5.899678151,2023-05-01
AA-AA-000-0000,cou0007,2,48.86764623,367.776,5.907474057,2023-05-01
AA-AA-000-0000,cou0007,2,49.18239284,370.632,5.915209657,2023-05-01
AA-AA-000-0000,cou0007,2,49.49689146,373.488,5.922885876,2023-05-01
AA-AA-000-0000,cou0007,2,49.81114492,376.344,5.930503619,2023-05-01
AA-AA-000-0000,cou0007,2,50.12515601,379.2,5.93806377,2023-05-01
AA-AA-000-0000,cou0007,2,50.43892746,382.056,5.945567195,2023-05-01
AA-AA-000-0000,cou0007,2,50.75246195,384.912,5.953014737,2023-05-01
AA-AA-000-0000,cou0007,2,51.06576212,387.768,5.960407223,2023-05-01
AA-AA-000-0000,cou0007,2,51.37883055,390.624,5.96774546,2023-05-01
AA-AA-000-0000,cou0007,2,51.69166977,393.48,5.975030241,2023-05-01
AA-AA-000-0000,cou0007,2,52.00428228,396.336,5.982262336,2023-05-01
AA-AA-000-0000,cou0007,2,52.31667053,399.192,5.989442504,2023-05-01
AA-AA-000-0000,cou0007,2,52.62883691,402.048,5.996571484,2023-05-01
AA-AA-000-0000,cou0007,2,52.94078379,404.904,6.003650002,2023-05-01
AA-AA-000-0000,cou0007,2,53.25251348,407.76,6.010678766,2023-05-01
AA-AA-000-0000,cou0007,2,53.56402826,410.616,6.017658471,2023-05-01
AA-AA-000-0000,cou0007,2,53.87533038,413.472,6.024589798,2023-05-01
AA-AA-000-0000,cou0007,2,54.18642203,416.328,6.031473411,2023-05-01
AA-AA-000-0000,cou0007,2,54.49730536,419.184,6.038309964,2023-05-01
AA-AA-000-0000,cou0007,2,54.80798252,422.04,6.045100096,2023-05-01
AA-AA-000-0000,cou0007,2,55.11845558,424.896,6.051844433,2023-05-01
AA-AA-000-0000,cou0007,2,55.42872661,427.752,6.058543588,2023-05-01
AA-AA-000-0000,cou0007,2,55.73879761,430.608,6.065198163,2023-05-01
AA-AA-000-0000,cou0007,2,56.04867058,433.464,6.071808748,2023-05-01
AA-AA-000-0000,cou0007,2,56.35834748,436.32,6.078375919,2023-05-01
AA-AA-000-0000,cou0007,2,56.66783022,439.176,6.084900244,2023-05-01
AA-AA-000-0000,cou0007,2,56.97712069,442.032,6.091382278,2023-05-01
AA-AA-000-0000,cou0007,2,57.28622076,444.888,6.097822565,2023-05-01
AA-AA-000-0000,cou0007,2,57.59513226,447.744,6.104221641,2023-05-01
AA-AA-000-0000,cou0007,2,57.90385699,450.6,6.110580028,2023-05-01
AA-AA-000-0000,cou0007,2,58.21239671,453.456,6.116898242,2023-05-01
AA-AA-000-0000,cou0007,2,58.52075318,456.312,6.123176786,2023-05-01
AA-AA-000-0000,cou0007,2,58.82892811,459.168,6.129416156,2023-05-01
AA-AA-000-0000,cou0007,2,59.1369232,462.024,6.135616838,2023-05-01
AA-AA-000-0000,cou0007,2,59.44474011,464.88,6.141779308,2023-05-01
AA-AA-000-0000,cou0007,2,59.75238047,467.736,6.147904034,2023-05-01
AA-AA-000-0000,cou0007,2,60.05984591,470.592,6.153991477,2023-05-01
AA-AA-000-0000,cou0007,2,60.36713801,473.448,6.160042086,2023-05-01
AA-AA-000-0000,cou0007,2,60.67425834,476.304,6.166056306,2023-05-01
AA-AA-000-0000,cou0007,2,60.98120845,479.16,6.172034571,2023-05-01
AA-AA-000-0000,cou0007,2,61.28798984,482.016,6.177977309,2023-05-01
AA-AA-000-0000,cou0007,2,61.59460402,484.872,6.183884939,2023-05-01
AA-AA-000-0000,cou0007,2,61.90105247,487.728,6.189757873,2023-05-01
AA-AA-000-0000,cou0007,2,62.20733664,490.584,6.195596518,2023-05-01
AA-AA-000-0000,cou0007,2,62.51345796,493.44,6.201401271,2023-05-01
AA-AA-000-0000,cou0007,2,62.81941784,496.296,6.207172523,2023-05-01
AA-AA-000-0000,cou0007,2,63.12521767,499.152,6.212910659,2023-05-01
AA-AA-000-0000,cou0007,2,63.43085883,502.008,6.218616056,2023-05-01
AA-AA-000-0000,cou0007,2,63.73634266,504.864,6.224289086,2023-05-01
AA-AA-000-0000,cou0007,2,64.04167051,507.72,6.229930115,2023-05-01
AA-AA-000-0000,cou0007,2,64.34684368,510.576,6.2355395,2023-05-01
AA-AA-000-0000,cou0007,2,64.65186347,513.432,6.241117596,2023-05-01
AA-AA-000-0000,cou0007,2,64.95673116,516.288,6.246664749,2023-05-01
AA-AA-000-0000,cou0007,2,65.26144801,519.144,6.252181301,2023-05-01
AA-AA-000-0000,cou0007,2,65.56601527,522,6.257667588,2023-05-01
AA-AA-000-0000,cou0007,2,65.87043415,524.856,6.263123939,2023-05-01
AA-AA-000-0000,cou0007,2,66.17470587,527.712,6.26855068,2023-05-01
AA-AA-000-0000,cou0007,2,66.47883162,530.568,6.273948131,2023-05-01
AA-AA-000-0000,cou0007,2,66.78281258,533.424,6.279316605,2023-05-01
AA-AA-000-0000,cou0007,2,67.0866499,536.28,6.284656413,2023-05-01
AA-AA-000-0000,cou0007,2,67.39034475,539.136,6.289967858,2023-05-01
AA-AA-000-0000,cou0007,2,67.69389823,541.992,6.295251241,2023-05-01
AA-AA-000-0000,cou0007,2,67.99731149,544.848,6.300506857,2023-05-01
AA-AA-000-0000,cou0007,2,68.3005856,547.704,6.305734995,2023-05-01
AA-AA-000-0000,cou0007,2,68.60372166,550.56,6.310935942,2023-05-01
AA-AA-000-0000,cou0007,2,68.90672075,553.416,6.316109979,2023-05-01
AA-AA-000-0000,cou0007,2,69.20958391,556.272,6.321257383,2023-05-01
AA-AA-000-0000,cou0007,2,69.51231221,559.128,6.326378427,2023-05-01
AA-AA-000-0000,cou0007,2,69.81490666,561.984,6.33147338,2023-05-01
AA-AA-000-0000,cou0007,2,70.11736829,564.84,6.336542505,2023-05-01
AA-AA-000-0000,cou0007,2,70.41969811,567.696,6.341586064,2023-05-01
AA-AA-000-0000,cou0007,2,70.7218971,570.552,6.346604313,2023-05-01
AA-AA-000-0000,cou0007,2,71.02396625,573.408,6.351597505,2023-05-01
AA-AA-000-0000,cou0007,2,71.32590653,576.264,6.356565889,2023-05-01
AA-AA-000-0000,cou0007,2,71.6277189,579.12,6.36150971,2023-05-01
AA-AA-000-0000,cou0007,2,71.92940429,581.976,6.36642921,2023-05-01
AA-AA-000-0000,cou0007,2,72.23096365,584.832,6.371324627,2023-05-01
AA-AA-000-0000,cou0007,2,72.53239789,587.688,6.376196195,2023-05-01
AA-AA-000-0000,cou0007,2,72.83370793,590.544,6.381044146,2023-05-01
AA-AA-000-0000,cou0007,2,73.13489466,593.4,6.385868708,2023-05-01
AA-AA-000-0000,cou0007,2,73.43595898,596.256,6.390670105,2023-05-01
AA-AA-000-0000,cou0007,2,73.73690176,599.112,6.395448559,2023-05-01
AA-AA-000-0000,cou0007,2,74.03772388,601.968,6.400204288,2023-05-01
AA-AA-000-0000,cou0007,2,74.33842618,604.824,6.404937507,2023-05-01
AA-AA-000-0000,cou0007,2,74.63900952,607.68,6.409648428,2023-05-01
AA-AA-000-0000,cou0007,2,74.93947474,610.536,6.41433726,2023-05-01
AA-AA-000-0000,cou0007,2,75.23982266,613.392,6.41900421,2023-05-01
AA-AA-000-0000,cou0007,2,75.5400541,616.248,6.42364948,2023-05-01
AA-AA-000-0000,cou0007,2,75.84016987,619.104,6.428273271,2023-05-01
AA-AA-000-0000,cou0007,2,76.14017076,621.96,6.432875782,2023-05-01
AA-AA-000-0000,cou0007,2,76.44005758,624.816,6.437457206,2023-05-01
AA-AA-000-0000,cou0007,2,76.7398311,627.672,6.442017737,2023-05-01
AA-AA-000-0000,cou0007,2,77.03949209,630.528,6.446557564,2023-05-01
AA-AA-000-0000,cou0007,2,77.33904132,633.384,6.451076873,2023-05-01
AA-AA-000-0000,cou0007,2,77.63847954,636.24,6.455575851,2023-05-01
AA-AA-000-0000,cou0007,2,77.9378075,639.096,6.460054678,2023-05-01
AA-AA-000-0000,cou0007,2,78.23702594,641.952,6.464513535,2023-05-01
AA-AA-000-0000,cou0007,2,78.53613558,644.808,6.468952598,2023-05-01
AA-AA-000-0000,cou0007,2,78.83513715,647.664,6.473372043,2023-05-01
AA-AA-000-0000,cou0007,2,79.13403137,650.52,6.477772043,2023-05-01
AA-AA-000-0000,cou0007,2,79.43281893,653.376,6.482152768,2023-05-01
AA-AA-000-0000,cou0007,2,79.73150054,656.232,6.486514385,2023-05-01
AA-AA-000-0000,cou0007,2,80.03007689,659.088,6.490857061,2023-05-01
AA-AA-000-0000,cou0007,2,80.32854867,661.944,6.49518096,2023-05-01
AA-AA-000-0000,cou0007,2,80.62691654,664.8,6.499486244,2023-05-01
AA-AA-000-0000,cou0007,2,80.92518117,667.656,6.503773071,2023-05-01
AA-AA-000-0000,cou0007,2,81.22334324,670.512,6.5080416,2023-05-01
AA-AA-000-0000,cou0007,2,81.52140339,673.368,6.512291986,2023-05-01
AA-AA-000-0000,cou0007,2,81.81936227,676.224,6.516524382,2023-05-01
AA-AA-000-0000,cou0007,2,82.11722053,679.08,6.520738941,2023-05-01
AA-AA-000-0000,cou0007,2,82.41497879,681.936,6.524935812,2023-05-01
AA-AA-000-0000,cou0007,2,82.71263768,684.792,6.529115143,2023-05-01
AA-AA-000-0000,cou0007,2,83.01019783,687.648,6.533277079,2023-05-01
AA-AA-000-0000,cou0007,2,83.30765985,690.504,6.537421766,2023-05-01
AA-AA-000-0000,cou0007,2,83.60502434,693.36,6.541549345,2023-05-01
AA-AA-000-0000,cou0007,2,83.90229191,696.216,6.545659957,2023-05-01
AA-AA-000-0000,cou0007,2,84.19946316,699.072,6.549753741,2023-05-01
AA-AA-000-0000,cou0007,2,84.49653868,701.928,6.553830835,2023-05-01
AA-AA-000-0000,cou0007,2,84.79351904,704.784,6.557891373,2023-05-01
AA-AA-000-0000,cou0007,2,85.09040483,707.64,6.56193549,2023-05-01
AA-AA-000-0000,cou0007,2,85.38719662,710.496,6.565963318,2023-05-01
AA-AA-000-0000,cou0007,2,85.68389497,713.352,6.569974987,2023-05-01
AA-AA-000-0000,cou0007,2,85.98050044,716.208,6.573970628,2023-05-01
AA-AA-000-0000,cou0007,2,86.2770136,719.064,6.577950366,2023-05-01
AA-AA-000-0000,cou0007,2,86.57343499,721.92,6.581914329,2023-05-01
AA-AA-000-0000,cou0007,2,86.86976515,724.776,6.585862642,2023-05-01
AA-AA-000-0000,cou0007,2,87.16600462,727.632,6.589795426,2023-05-01
AA-AA-000-0000,cou0007,2,87.46215394,730.488,6.593712804,2023-05-01
AA-AA-000-0000,cou0007,2,87.75821363,733.344,6.597614896,2023-05-01
AA-AA-000-0000,cou0007,2,88.05418422,736.2,6.601501821,2023-05-01
AA-AA-000-0000,cou0007,2,88.35006622,739.056,6.605373696,2023-05-01
AA-AA-000-0000,cou0007,2,88.64586015,741.912,6.609230638,2023-05-01
AA-AA-000-0000,cou0007,2,88.94156652,744.768,6.61307276,2023-05-01
AA-AA-000-0000,cou0007,2,89.23718582,747.624,6.616900178,2023-05-01
AA-AA-000-0000,cou0007,2,89.53271857,750.48,6.620713002,2023-05-01
AA-AA-000-0000,cou0007,2,89.82816524,753.336,6.624511343,2023-05-01
AA-AA-000-0000,cou0007,2,90.12352634,756.192,6.628295312,2023-05-01
AA-AA-000-0000,cou0007,2,90.41880234,759.048,6.632065017,2023-05-01
AA-AA-000-0000,cou0007,2,90.71399372,761.904,6.635820563,2023-05-01
AA-AA-000-0000,cou0007,2,91.00910097,764.76,6.639562059,2023-05-01
AA-AA-000-0000,cou0007,2,91.30412454,767.616,6.643289608,2023-05-01
AA-AA-000-0000,cou0007,2,91.59906491,770.472,6.647003314,2023-05-01
AA-AA-000-0000,cou0007,2,91.89392255,773.328,6.650703279,2023-05-01
AA-AA-000-0000,cou0007,2,92.18869789,776.184,6.654389605,2023-05-01
AA-AA-000-0000,cou0007,2,92.48339141,779.04,6.658062392,2023-05-01
AA-AA-000-0000,cou0007,2,92.77800355,781.896,6.661721739,2023-05-01
AA-AA-000-0000,cou0007,2,93.07253476,784.752,6.665367744,2023-05-01
AA-AA-000-0000,cou0007,2,93.36698548,787.608,6.669000504,2023-05-01
AA-AA-000-0000,cou0007,2,93.66135613,790.464,6.672620115,2023-05-01
AA-AA-000-0000,cou0007,2,93.95564717,793.32,6.676226671,2023-05-01
AA-AA-000-0000,cou0007,2,94.24985902,796.176,6.679820267,2023-05-01
AA-AA-000-0000,cou0007,2,94.5439921,799.032,6.683400995,2023-05-01
AA-AA-000-0000,cou0007,2,94.83804683,801.888,6.686968947,2023-05-01
AA-AA-000-0000,cou0007,2,95.13202364,804.744,6.690524214,2023-05-01
AA-AA-000-0000,cou0007,2,95.42592294,807.6,6.694066886,2023-05-01
AA-AA-000-0000,cou0007,2,95.71974513,810.456,6.697597052,2023-05-01
AA-AA-000-0000,cou0007,2,96.01349063,813.312,6.7011148,2023-05-01
AA-AA-000-0000,cou0007,2,96.30715985,816.168,6.704620216,2023-05-01
AA-AA-000-0000,cou0007,2,96.60075317,819.024,6.708113387,2023-05-01
AA-AA-000-0000,cou0007,2,96.894271,821.88,6.711594399,2023-05-01
AA-AA-000-0000,cou0007,2,97.18771373,824.736,6.715063335,2023-05-01
AA-AA-000-0000,cou0007,2,97.48108174,827.592,6.718520279,2023-05-01
AA-AA-000-0000,cou0007,2,97.77437544,830.448,6.721965314,2023-05-01
AA-AA-000-0000,cou0007,2,98.06759519,833.304,6.725398522,2023-05-01
AA-AA-000-0000,cou0007,2,98.36074138,836.16,6.728819982,2023-05-01
AA-AA-000-0000,cou0007,2,98.65381439,839.016,6.732229777,2023-05-01
AA-AA-000-0000,cou0007,2,98.94681459,841.872,6.735627984,2023-05-01
AA-AA-000-0000,cou0007,2,99.23974234,844.728,6.739014682,2023-05-01
AA-AA-000-0000,cou0007,2,99.53259802,847.584,6.742389949,2023-05-01
AA-AA-000-0000,cou0007,2,99.82538199,850.44,6.745753863,2023-05-01
AA-AA-000-0000,cou0007,2,100.1180946,853.296,6.749106498,2023-05-01
AA-AA-000-0000,cou0007,2,100.4107362,856.152,6.75244793,2023-05-01
AA-AA-000-0000,cou0007,2,100.7033072,859.008,6.755778235,2023-05-01
AA-AA-000-0000,cou0007,2,100.995808,861.864,6.759097486,2023-05-01
AA-AA-000-0000,cou0007,2,101.2882387,864.72,6.762405755,2023-05-01
AA-AA-000-0000,cou0007,2,101.5805999,867.576,6.765703116,2023-05-01
AA-AA-000-0000,cou0007,2,101.8728919,870.432,6.76898964,2023-05-01
AA-AA-000-0000,cou0007,2,102.1651149,873.288,6.772265398,2023-05-01
AA-AA-000-0000,cou0007,2,102.4572694,876.144,6.775530461,2023-05-01
AA-AA-000-0000,cou0007,2,102.7493556,879,6.778784898,2023-05-01
AA-AA-000-0000,cou0007,2,103.0413739,881.856,6.782028777,2023-05-01
AA-AA-000-0000,cou0007,3,30.78224065,162.144,5.088484829,2023-05-01
AA-AA-000-0000,cou0007,3,31.17783061,165,5.105945474,2023-05-01
AA-AA-000-0000,cou0007,3,31.57216812,167.856,5.123106469,2023-05-01
AA-AA-000-0000,cou0007,3,31.96528503,170.712,5.139977926,2023-05-01
AA-AA-000-0000,cou0007,3,32.35721182,173.568,5.156569453,2023-05-01
AA-AA-000-0000,cou0007,3,32.74797777,176.424,5.172890189,2023-05-01
AA-AA-000-0000,cou0007,3,33.13761094,179.28,5.188948829,2023-05-01
AA-AA-000-0000,cou0007,3,33.52613831,182.136,5.204753661,2023-05-01
AA-AA-000-0000,cou0007,3,33.91358578,184.992,5.220312581,2023-05-01
AA-AA-000-0000,cou0007,3,34.29997826,187.848,5.235633125,2023-05-01
AA-AA-000-0000,cou0007,3,34.68533972,190.704,5.250722488,2023-05-01
AA-AA-000-0000,cou0007,3,35.06969325,193.56,5.265587542,2023-05-01
AA-AA-000-0000,cou0007,3,35.45306107,196.416,5.280234859,2023-05-01
AA-AA-000-0000,cou0007,3,35.8354646,199.272,5.294670726,2023-05-01
AA-AA-000-0000,cou0007,3,36.21692449,202.128,5.30890116,2023-05-01
AA-AA-000-0000,cou0007,3,36.59746069,204.984,5.322931927,2023-05-01
AA-AA-000-0000,cou0007,3,36.97709243,207.84,5.336768553,2023-05-01
AA-AA-000-0000,cou0007,3,37.35583829,210.696,5.350416336,2023-05-01
AA-AA-000-0000,cou0007,3,37.73371621,213.552,5.363880363,2023-05-01
AA-AA-000-0000,cou0007,3,38.11074357,216.408,5.377165515,2023-05-01
AA-AA-000-0000,cou0007,3,38.48693713,219.264,5.390276483,2023-05-01
AA-AA-000-0000,cou0007,3,38.86231314,222.12,5.403217776,2023-05-01
AA-AA-000-0000,cou0007,3,39.23688731,224.976,5.41599373,2023-05-01
AA-AA-000-0000,cou0007,3,39.61067488,227.832,5.428608515,2023-05-01
AA-AA-000-0000,cou0007,3,39.98369057,230.688,5.441066148,2023-05-01
AA-AA-000-0000,cou0007,3,40.35594869,233.544,5.453370496,2023-05-01
AA-AA-000-0000,cou0007,3,40.72746309,236.4,5.465525286,2023-05-01
AA-AA-000-0000,cou0007,3,41.0982472,239.256,5.477534108,2023-05-01
AA-AA-000-0000,cou0007,3,41.46831406,242.112,5.489400429,2023-05-01
AA-AA-000-0000,cou0007,3,41.83767634,244.968,5.50112759,2023-05-01
AA-AA-000-0000,cou0007,3,42.2063463,247.824,5.512718817,2023-05-01
AA-AA-000-0000,cou0007,3,42.5743359,250.68,5.524177225,2023-05-01
AA-AA-000-0000,cou0007,3,42.94165672,253.536,5.535505825,2023-05-01
AA-AA-000-0000,cou0007,3,43.30832003,256.392,5.546707523,2023-05-01
AA-AA-000-0000,cou0007,3,43.67433678,259.248,5.557785133,2023-05-01
AA-AA-000-0000,cou0007,3,44.03971764,262.104,5.568741372,2023-05-01
AA-AA-000-0000,cou0007,3,44.40447297,264.96,5.579578871,2023-05-01
AA-AA-000-0000,cou0007,3,44.76861286,267.816,5.590300178,2023-05-01
AA-AA-000-0000,cou0007,3,45.13214712,270.672,5.600907756,2023-05-01
AA-AA-000-0000,cou0007,3,45.49508531,273.528,5.611403993,2023-05-01
AA-AA-000-0000,cou0007,3,45.85743675,276.384,5.621791203,2023-05-01
AA-AA-000-0000,cou0007,3,46.21921051,279.24,5.632071627,2023-05-01
AA-AA-000-0000,cou0007,3,46.58041543,282.096,5.642247439,2023-05-01
AA-AA-000-0000,cou0007,3,46.94106012,284.952,5.652320745,2023-05-01
AA-AA-000-0000,cou0007,3,47.30115299,287.808,5.662293591,2023-05-01
AA-AA-000-0000,cou0007,3,47.66070223,290.664,5.672167961,2023-05-01
AA-AA-000-0000,cou0007,3,48.01971584,293.52,5.68194578,2023-05-01
AA-AA-000-0000,cou0007,3,48.37820161,296.376,5.691628918,2023-05-01
AA-AA-000-0000,cou0007,3,48.73616715,299.232,5.701219192,2023-05-01
AA-AA-000-0000,cou0007,3,49.0936199,302.088,5.710718366,2023-05-01
AA-AA-000-0000,cou0007,3,49.45056711,304.944,5.720128153,2023-05-01
AA-AA-000-0000,cou0007,3,49.80701586,307.8,5.729450221,2023-05-01
AA-AA-000-0000,cou0007,3,50.16297308,310.656,5.738686191,2023-05-01
AA-AA-000-0000,cou0007,3,50.51844553,313.512,5.747837637,2023-05-01
AA-AA-000-0000,cou0007,3,50.87343983,316.368,5.756906093,2023-05-01
AA-AA-000-0000,cou0007,3,51.22796242,319.224,5.765893051,2023-05-01
AA-AA-000-0000,cou0007,3,51.58201963,322.08,5.774799962,2023-05-01
AA-AA-000-0000,cou0007,3,51.93561763,324.936,5.78362824,2023-05-01
AA-AA-000-0000,cou0007,3,52.28876246,327.792,5.792379261,2023-05-01
AA-AA-000-0000,cou0007,3,52.64146004,330.648,5.801054365,2023-05-01
AA-AA-000-0000,cou0007,3,52.99371615,333.504,5.809654859,2023-05-01
AA-AA-000-0000,cou0007,3,53.34553644,336.36,5.818182015,2023-05-01
