StudyID,GroupID,SnapshotDate,n,n_at_risk,n_flagged,n_at_risk_or_flagged
AA-AA-000-0000,146,2019-03-01,12,0,0,0
AA-AA-000-0000,146,2019-06-01,12,0,0,0
AA-AA-000-0000,146,2019-09-01,12,0,0,0
AA-AA-000-0000,146,2019-12-01,12,0,0,0
AA-AA-000-0000,147,2006-09-01,10,0,0,0
AA-AA-000-0000,147,2006-12-01,12,0,0,0
AA-AA-000-0000,147,2007-03-01,12,0,0,0
AA-AA-000-0000,147,2007-06-01,12,0,0,0
AA-AA-000-0000,147,2007-09-01,12,0,0,0
AA-AA-000-0000,147,2007-12-01,12,0,0,0
AA-AA-000-0000,147,2008-03-01,12,0,0,0
AA-AA-000-0000,147,2008-06-01,12,0,0,0
AA-AA-000-0000,147,2008-09-01,12,1,0,1
AA-AA-000-0000,147,2008-12-01,12,1,0,1
AA-AA-000-0000,147,2009-03-01,12,1,0,1
AA-AA-000-0000,147,2009-06-01,12,1,0,1
AA-AA-000-0000,147,2009-09-01,12,0,0,0
AA-AA-000-0000,147,2009-12-01,12,0,0,0
AA-AA-000-0000,147,2010-03-01,12,0,0,0
AA-AA-000-0000,147,2010-06-01,12,0,0,0
AA-AA-000-0000,147,2010-09-01,12,0,0,0
AA-AA-000-0000,147,2010-12-01,12,0,0,0
AA-AA-000-0000,147,2011-03-01,12,0,0,0
AA-AA-000-0000,147,2011-06-01,12,0,0,0
AA-AA-000-0000,147,2011-09-01,12,0,0,0
AA-AA-000-0000,147,2011-12-01,12,0,0,0
AA-AA-000-0000,147,2012-03-01,12,0,0,0
AA-AA-000-0000,147,2012-06-01,12,0,0,0
AA-AA-000-0000,147,2012-09-01,12,0,0,0
AA-AA-000-0000,147,2012-12-01,12,0,0,0
AA-AA-000-0000,147,2013-03-01,12,0,0,0
AA-AA-000-0000,147,2013-06-01,12,0,0,0
AA-AA-000-0000,147,2013-09-01,12,0,0,0
AA-AA-000-0000,147,2013-12-01,12,0,0,0
AA-AA-000-0000,147,2014-03-01,12,0,0,0
AA-AA-000-0000,147,2014-06-01,12,0,0,0
AA-AA-000-0000,147,2014-09-01,12,0,0,0
AA-AA-000-0000,147,2014-12-01,12,0,0,0
AA-AA-000-0000,147,2015-03-01,12,0,0,0
AA-AA-000-0000,147,2015-06-01,12,0,0,0
AA-AA-000-0000,147,2015-09-01,12,0,0,0
AA-AA-000-0000,147,2015-12-01,12,0,0,0
AA-AA-000-0000,147,2016-03-01,12,0,0,0
AA-AA-000-0000,147,2016-06-01,12,0,0,0
AA-AA-000-0000,147,2016-09-01,12,0,0,0
AA-AA-000-0000,147,2016-12-01,12,0,0,0
AA-AA-000-0000,147,2017-03-01,12,0,0,0
AA-AA-000-0000,147,2017-06-01,12,0,0,0
AA-AA-000-0000,147,2017-09-01,12,0,0,0
AA-AA-000-0000,147,2017-12-01,12,0,0,0
AA-AA-000-0000,147,2018-03-01,12,0,0,0
AA-AA-000-0000,147,2018-06-01,12,0,0,0
AA-AA-000-0000,147,2018-09-01,12,0,0,0
AA-AA-000-0000,147,2018-12-01,12,0,0,0
AA-AA-000-0000,147,2019-03-01,12,0,0,0
AA-AA-000-0000,147,2019-06-01,12,0,0,0
AA-AA-000-0000,147,2019-09-01,12,0,0,0
AA-AA-000-0000,147,2019-12-01,12,0,0,0
AA-AA-000-0000,148,2004-12-01,1,0,0,0
AA-AA-000-0000,148,2005-03-01,1,0,0,0
AA-AA-000-0000,148,2005-06-01,1,0,0,0
AA-AA-000-0000,148,2005-09-01,1,0,0,0
AA-AA-000-0000,148,2005-12-01,1,0,0,0
AA-AA-000-0000,148,2006-03-01,1,0,0,0
AA-AA-000-0000,148,2006-06-01,1,0,0,0
AA-AA-000-0000,148,2006-09-01,1,0,0,0
AA-AA-000-0000,148,2006-12-01,11,0,0,0
AA-AA-000-0000,148,2007-03-01,12,0,0,0
AA-AA-000-0000,148,2007-06-01,12,0,0,0
AA-AA-000-0000,148,2007-09-01,12,0,0,0
AA-AA-000-0000,148,2007-12-01,12,0,0,0
AA-AA-000-0000,148,2008-03-01,12,0,0,0
AA-AA-000-0000,148,2008-06-01,12,0,0,0
AA-AA-000-0000,148,2008-09-01,12,0,0,0
AA-AA-000-0000,148,2008-12-01,12,0,0,0
AA-AA-000-0000,148,2009-03-01,12,0,0,0
AA-AA-000-0000,148,2009-06-01,12,0,0,0
AA-AA-000-0000,148,2009-09-01,12,0,0,0
AA-AA-000-0000,148,2009-12-01,12,0,0,0
AA-AA-000-0000,148,2010-03-01,12,0,0,0
AA-AA-000-0000,148,2010-06-01,12,0,0,0
AA-AA-000-0000,148,2010-09-01,12,0,0,0
AA-AA-000-0000,148,2010-12-01,12,0,0,0
AA-AA-000-0000,148,2011-03-01,12,0,0,0
AA-AA-000-0000,148,2011-06-01,12,0,0,0
AA-AA-000-0000,148,2011-09-01,12,0,0,0
AA-AA-000-0000,148,2011-12-01,12,0,0,0
AA-AA-000-0000,148,2012-03-01,12,0,0,0
AA-AA-000-0000,148,2012-06-01,12,0,0,0
AA-AA-000-0000,148,2012-09-01,12,0,0,0
AA-AA-000-0000,148,2012-12-01,12,0,0,0
AA-AA-000-0000,148,2013-03-01,12,0,0,0
AA-AA-000-0000,148,2013-06-01,12,0,0,0
AA-AA-000-0000,148,2013-09-01,12,0,0,0
AA-AA-000-0000,148,2013-12-01,12,0,0,0
AA-AA-000-0000,148,2014-03-01,12,0,0,0
AA-AA-000-0000,148,2014-06-01,12,0,0,0
AA-AA-000-0000,148,2014-09-01,12,0,0,0
AA-AA-000-0000,148,2014-12-01,12,0,0,0
AA-AA-000-0000,148,2015-03-01,12,0,0,0
AA-AA-000-0000,148,2015-06-01,12,0,0,0
AA-AA-000-0000,148,2015-09-01,12,0,0,0
AA-AA-000-0000,148,2015-12-01,12,0,0,0
AA-AA-000-0000,148,2016-03-01,12,0,0,0
AA-AA-000-0000,148,2016-06-01,12,0,0,0
AA-AA-000-0000,148,2016-09-01,12,0,0,0
AA-AA-000-0000,148,2016-12-01,12,0,0,0
AA-AA-000-0000,148,2017-03-01,12,0,0,0
AA-AA-000-0000,148,2017-06-01,12,0,0,0
AA-AA-000-0000,148,2017-09-01,12,0,0,0
AA-AA-000-0000,148,2017-12-01,12,0,0,0
AA-AA-000-0000,148,2018-03-01,12,0,0,0
AA-AA-000-0000,148,2018-06-01,12,0,0,0
AA-AA-000-0000,148,2018-09-01,12,0,0,0
AA-AA-000-0000,148,2018-12-01,12,0,0,0
AA-AA-000-0000,148,2019-03-01,12,0,0,0
AA-AA-000-0000,148,2019-06-01,12,0,0,0
AA-AA-000-0000,148,2019-09-01,12,0,0,0
AA-AA-000-0000,148,2019-12-01,12,0,0,0
AA-AA-000-0000,149,2005-12-01,1,0,0,0
AA-AA-000-0000,149,2006-03-01,12,0,0,0
AA-AA-000-0000,149,2006-06-01,12,0,0,0
AA-AA-000-0000,149,2006-09-01,12,0,0,0
AA-AA-000-0000,149,2006-12-01,12,0,0,0
AA-AA-000-0000,149,2007-03-01,12,0,0,0
AA-AA-000-0000,149,2007-06-01,12,0,0,0
AA-AA-000-0000,149,2007-09-01,12,0,0,0
AA-AA-000-0000,149,2007-12-01,12,0,0,0
AA-AA-000-0000,149,2008-03-01,12,0,0,0
AA-AA-000-0000,149,2008-06-01,12,0,0,0
AA-AA-000-0000,149,2008-09-01,12,0,0,0
AA-AA-000-0000,149,2008-12-01,12,0,0,0
AA-AA-000-0000,149,2009-03-01,12,0,0,0
AA-AA-000-0000,149,2009-06-01,12,0,0,0
AA-AA-000-0000,149,2009-09-01,12,0,0,0
AA-AA-000-0000,149,2009-12-01,12,0,0,0
AA-AA-000-0000,149,2010-03-01,12,0,0,0
AA-AA-000-0000,149,2010-06-01,12,0,0,0
AA-AA-000-0000,149,2010-09-01,12,0,0,0
AA-AA-000-0000,149,2010-12-01,12,0,0,0
AA-AA-000-0000,149,2011-03-01,12,0,0,0
AA-AA-000-0000,149,2011-06-01,12,0,0,0
AA-AA-000-0000,149,2011-09-01,12,0,0,0
AA-AA-000-0000,149,2011-12-01,12,0,0,0
AA-AA-000-0000,149,2012-03-01,12,0,0,0
AA-AA-000-0000,149,2012-06-01,12,0,0,0
AA-AA-000-0000,149,2012-09-01,12,0,0,0
AA-AA-000-0000,149,2012-12-01,12,0,0,0
AA-AA-000-0000,149,2013-03-01,12,0,0,0
AA-AA-000-0000,149,2013-06-01,12,0,0,0
AA-AA-000-0000,149,2013-09-01,12,0,0,0
AA-AA-000-0000,149,2013-12-01,12,0,0,0
AA-AA-000-0000,149,2014-03-01,12,0,0,0
AA-AA-000-0000,149,2014-06-01,12,0,0,0
AA-AA-000-0000,149,2014-09-01,12,0,0,0
AA-AA-000-0000,149,2014-12-01,12,0,0,0
AA-AA-000-0000,149,2015-03-01,12,0,0,0
AA-AA-000-0000,149,2015-06-01,12,0,0,0
AA-AA-000-0000,149,2015-09-01,12,0,0,0
AA-AA-000-0000,149,2015-12-01,12,0,0,0
AA-AA-000-0000,149,2016-03-01,12,0,0,0
AA-AA-000-0000,149,2016-06-01,12,0,0,0
AA-AA-000-0000,149,2016-09-01,12,0,0,0
AA-AA-000-0000,149,2016-12-01,12,0,0,0
AA-AA-000-0000,149,2017-03-01,12,0,0,0
AA-AA-000-0000,149,2017-06-01,12,0,0,0
AA-AA-000-0000,149,2017-09-01,12,0,0,0
AA-AA-000-0000,149,2017-12-01,12,0,0,0
AA-AA-000-0000,149,2018-03-01,12,0,0,0
AA-AA-000-0000,149,2018-06-01,12,0,0,0
AA-AA-000-0000,149,2018-09-01,12,0,0,0
AA-AA-000-0000,149,2018-12-01,12,0,0,0
AA-AA-000-0000,149,2019-03-01,12,0,0,0
AA-AA-000-0000,149,2019-06-01,12,0,0,0
AA-AA-000-0000,149,2019-09-01,12,0,0,0
AA-AA-000-0000,149,2019-12-01,12,0,0,0
AA-AA-000-0000,15,2005-03-01,1,0,0,0
AA-AA-000-0000,15,2005-06-01,1,0,0,0
AA-AA-000-0000,15,2005-09-01,12,0,0,0
AA-AA-000-0000,15,2005-12-01,12,0,0,0
AA-AA-000-0000,15,2006-03-01,12,0,0,0
AA-AA-000-0000,15,2006-06-01,12,0,0,0
AA-AA-000-0000,15,2006-09-01,12,0,0,0
AA-AA-000-0000,15,2006-12-01,12,0,0,0
AA-AA-000-0000,15,2007-03-01,12,0,0,0
AA-AA-000-0000,15,2007-06-01,12,0,0,0
AA-AA-000-0000,15,2007-09-01,12,0,0,0
AA-AA-000-0000,15,2007-12-01,12,0,0,0
AA-AA-000-0000,15,2008-03-01,12,0,0,0
AA-AA-000-0000,15,2008-06-01,12,0,0,0
AA-AA-000-0000,15,2008-09-01,12,0,0,0
AA-AA-000-0000,15,2008-12-01,12,0,0,0
AA-AA-000-0000,15,2009-03-01,12,0,0,0
AA-AA-000-0000,15,2009-06-01,12,0,0,0
AA-AA-000-0000,15,2009-09-01,12,0,0,0
AA-AA-000-0000,15,2009-12-01,12,0,0,0
AA-AA-000-0000,15,2010-03-01,12,0,0,0
AA-AA-000-0000,15,2010-06-01,12,0,0,0
AA-AA-000-0000,15,2010-09-01,12,0,1,1
AA-AA-000-0000,15,2010-12-01,12,1,0,1
AA-AA-000-0000,15,2011-03-01,12,0,0,0
AA-AA-000-0000,15,2011-06-01,12,0,0,0
AA-AA-000-0000,15,2011-09-01,12,0,0,0
AA-AA-000-0000,15,2011-12-01,12,0,0,0
AA-AA-000-0000,15,2012-03-01,12,0,0,0
AA-AA-000-0000,15,2012-06-01,12,0,0,0
AA-AA-000-0000,15,2012-09-01,12,0,0,0
AA-AA-000-0000,15,2012-12-01,12,0,0,0
AA-AA-000-0000,15,2013-03-01,12,0,0,0
AA-AA-000-0000,15,2013-06-01,12,0,0,0
AA-AA-000-0000,15,2013-09-01,12,0,0,0
AA-AA-000-0000,15,2013-12-01,12,0,0,0
AA-AA-000-0000,15,2014-03-01,12,0,0,0
AA-AA-000-0000,15,2014-06-01,12,0,0,0
AA-AA-000-0000,15,2014-09-01,12,0,0,0
AA-AA-000-0000,15,2014-12-01,12,0,0,0
AA-AA-000-0000,15,2015-03-01,12,0,0,0
AA-AA-000-0000,15,2015-06-01,12,0,0,0
AA-AA-000-0000,15,2015-09-01,12,0,0,0
AA-AA-000-0000,15,2015-12-01,12,0,0,0
AA-AA-000-0000,15,2016-03-01,12,0,0,0
AA-AA-000-0000,15,2016-06-01,12,0,0,0
AA-AA-000-0000,15,2016-09-01,12,0,0,0
AA-AA-000-0000,15,2016-12-01,12,0,0,0
AA-AA-000-0000,15,2017-03-01,12,0,0,0
AA-AA-000-0000,15,2017-06-01,12,0,0,0
AA-AA-000-0000,15,2017-09-01,12,0,0,0
AA-AA-000-0000,15,2017-12-01,12,1,0,1
AA-AA-000-0000,15,2018-03-01,12,1,0,1
AA-AA-000-0000,15,2018-06-01,12,1,0,1
AA-AA-000-0000,15,2018-09-01,12,1,0,1
AA-AA-000-0000,15,2018-12-01,12,1,0,1
AA-AA-000-0000,15,2019-03-01,12,0,0,0
AA-AA-000-0000,15,2019-06-01,12,0,0,0
AA-AA-000-0000,15,2019-09-01,12,0,0,0
AA-AA-000-0000,15,2019-12-01,12,0,0,0
AA-AA-000-0000,150,2005-06-01,12,0,0,0
AA-AA-000-0000,150,2005-09-01,12,0,0,0
AA-AA-000-0000,150,2005-12-01,12,0,0,0
AA-AA-000-0000,150,2006-03-01,12,0,0,0
AA-AA-000-0000,150,2006-06-01,12,1,0,1
AA-AA-000-0000,150,2006-09-01,12,1,0,1
AA-AA-000-0000,150,2006-12-01,12,1,0,1
AA-AA-000-0000,150,2007-03-01,12,2,0,2
AA-AA-000-0000,150,2007-06-01,12,2,0,2
AA-AA-000-0000,150,2007-09-01,12,2,0,2
AA-AA-000-0000,150,2007-12-01,12,2,0,2
AA-AA-000-0000,150,2008-03-01,12,2,0,2
AA-AA-000-0000,150,2008-06-01,12,2,0,2
AA-AA-000-0000,150,2008-09-01,12,2,0,2
AA-AA-000-0000,150,2008-12-01,12,2,0,2
AA-AA-000-0000,150,2009-03-01,12,2,0,2
AA-AA-000-0000,150,2009-06-01,12,2,0,2
AA-AA-000-0000,150,2009-09-01,12,1,0,1
AA-AA-000-0000,150,2009-12-01,12,2,0,2
AA-AA-000-0000,150,2010-03-01,12,2,0,2
AA-AA-000-0000,150,2010-06-01,12,2,0,2
AA-AA-000-0000,150,2010-09-01,12,2,0,2
AA-AA-000-0000,150,2010-12-01,12,1,0,1
AA-AA-000-0000,150,2011-03-01,12,1,0,1
AA-AA-000-0000,150,2011-06-01,12,1,0,1
AA-AA-000-0000,150,2011-09-01,12,1,0,1
AA-AA-000-0000,150,2011-12-01,12,1,0,1
AA-AA-000-0000,150,2012-03-01,12,1,0,1
AA-AA-000-0000,150,2012-06-01,12,1,0,1
AA-AA-000-0000,150,2012-09-01,12,1,0,1
AA-AA-000-0000,150,2012-12-01,12,1,0,1
AA-AA-000-0000,150,2013-03-01,12,1,0,1
AA-AA-000-0000,150,2013-06-01,12,1,0,1
AA-AA-000-0000,150,2013-09-01,12,1,0,1
AA-AA-000-0000,150,2013-12-01,12,1,0,1
AA-AA-000-0000,150,2014-03-01,12,1,0,1
AA-AA-000-0000,150,2014-06-01,12,1,0,1
AA-AA-000-0000,150,2014-09-01,12,1,0,1
AA-AA-000-0000,150,2014-12-01,12,1,0,1
AA-AA-000-0000,150,2015-03-01,12,1,0,1
AA-AA-000-0000,150,2015-06-01,12,1,0,1
AA-AA-000-0000,150,2015-09-01,12,1,0,1
AA-AA-000-0000,150,2015-12-01,12,1,0,1
AA-AA-000-0000,150,2016-03-01,12,1,0,1
AA-AA-000-0000,150,2016-06-01,12,1,0,1
AA-AA-000-0000,150,2016-09-01,12,1,0,1
AA-AA-000-0000,150,2016-12-01,12,1,0,1
AA-AA-000-0000,150,2017-03-01,12,1,0,1
AA-AA-000-0000,150,2017-06-01,12,1,0,1
AA-AA-000-0000,150,2017-09-01,12,1,0,1
AA-AA-000-0000,150,2017-12-01,12,1,0,1
AA-AA-000-0000,150,2018-03-01,12,1,0,1
AA-AA-000-0000,150,2018-06-01,12,1,0,1
AA-AA-000-0000,150,2018-09-01,12,1,0,1
AA-AA-000-0000,150,2018-12-01,12,1,0,1
AA-AA-000-0000,150,2019-03-01,12,1,0,1
AA-AA-000-0000,150,2019-06-01,12,1,0,1
AA-AA-000-0000,150,2019-09-01,12,1,0,1
AA-AA-000-0000,150,2019-12-01,12,1,0,1
AA-AA-000-0000,151,2006-06-01,12,0,0,0
AA-AA-000-0000,151,2006-09-01,12,0,0,0
AA-AA-000-0000,151,2006-12-01,12,0,0,0
AA-AA-000-0000,151,2007-03-01,12,0,0,0
AA-AA-000-0000,151,2007-06-01,12,0,0,0
AA-AA-000-0000,151,2007-09-01,12,0,0,0
AA-AA-000-0000,151,2007-12-01,12,0,0,0
AA-AA-000-0000,151,2008-03-01,12,0,0,0
AA-AA-000-0000,151,2008-06-01,12,0,0,0
AA-AA-000-0000,151,2008-09-01,12,0,0,0
AA-AA-000-0000,151,2008-12-01,12,0,0,0
AA-AA-000-0000,151,2009-03-01,12,0,0,0
AA-AA-000-0000,151,2009-06-01,12,0,0,0
AA-AA-000-0000,151,2009-09-01,12,0,0,0
AA-AA-000-0000,151,2009-12-01,12,0,0,0
AA-AA-000-0000,151,2010-03-01,12,0,0,0
AA-AA-000-0000,151,2010-06-01,12,0,0,0
AA-AA-000-0000,151,2010-09-01,12,0,0,0
AA-AA-000-0000,151,2010-12-01,12,0,0,0
AA-AA-000-0000,151,2011-03-01,12,0,0,0
AA-AA-000-0000,151,2011-06-01,12,0,0,0
AA-AA-000-0000,151,2011-09-01,12,0,0,0
AA-AA-000-0000,151,2011-12-01,12,0,0,0
AA-AA-000-0000,151,2012-03-01,12,0,0,0
AA-AA-000-0000,151,2012-06-01,12,0,0,0
AA-AA-000-0000,151,2012-09-01,12,0,0,0
AA-AA-000-0000,151,2012-12-01,12,0,0,0
AA-AA-000-0000,151,2013-03-01,12,0,0,0
AA-AA-000-0000,151,2013-06-01,12,0,0,0
AA-AA-000-0000,151,2013-09-01,12,0,0,0
AA-AA-000-0000,151,2013-12-01,12,0,0,0
AA-AA-000-0000,151,2014-03-01,12,0,0,0
AA-AA-000-0000,151,2014-06-01,12,0,0,0
AA-AA-000-0000,151,2014-09-01,12,0,0,0
AA-AA-000-0000,151,2014-12-01,12,0,0,0
AA-AA-000-0000,151,2015-03-01,12,0,0,0
AA-AA-000-0000,151,2015-06-01,12,0,0,0
AA-AA-000-0000,151,2015-09-01,12,0,0,0
AA-AA-000-0000,151,2015-12-01,12,0,0,0
AA-AA-000-0000,151,2016-03-01,12,0,0,0
AA-AA-000-0000,151,2016-06-01,12,0,0,0
AA-AA-000-0000,151,2016-09-01,12,0,0,0
AA-AA-000-0000,151,2016-12-01,12,0,0,0
AA-AA-000-0000,151,2017-03-01,12,0,0,0
AA-AA-000-0000,151,2017-06-01,12,0,0,0
AA-AA-000-0000,151,2017-09-01,12,0,0,0
AA-AA-000-0000,151,2017-12-01,12,0,0,0
AA-AA-000-0000,151,2018-03-01,12,0,0,0
AA-AA-000-0000,151,2018-06-01,12,0,0,0
AA-AA-000-0000,151,2018-09-01,12,0,0,0
AA-AA-000-0000,151,2018-12-01,12,0,0,0
AA-AA-000-0000,151,2019-03-01,12,0,0,0
AA-AA-000-0000,151,2019-06-01,12,0,0,0
AA-AA-000-0000,151,2019-09-01,12,0,0,0
AA-AA-000-0000,151,2019-12-01,12,0,0,0
AA-AA-000-0000,152,2005-12-01,12,0,0,0
AA-AA-000-0000,152,2006-03-01,12,0,0,0
AA-AA-000-0000,152,2006-06-01,12,0,0,0
AA-AA-000-0000,152,2006-09-01,12,0,0,0
AA-AA-000-0000,152,2006-12-01,12,0,0,0
AA-AA-000-0000,152,2007-03-01,12,0,0,0
AA-AA-000-0000,152,2007-06-01,12,0,0,0
AA-AA-000-0000,152,2007-09-01,12,0,0,0
AA-AA-000-0000,152,2007-12-01,12,0,0,0
AA-AA-000-0000,152,2008-03-01,12,0,0,0
AA-AA-000-0000,152,2008-06-01,12,0,0,0
AA-AA-000-0000,152,2008-09-01,12,0,0,0
AA-AA-000-0000,152,2008-12-01,12,0,0,0
AA-AA-000-0000,152,2009-03-01,12,0,0,0
AA-AA-000-0000,152,2009-06-01,12,0,0,0
AA-AA-000-0000,152,2009-09-01,12,0,0,0
AA-AA-000-0000,152,2009-12-01,12,0,0,0
AA-AA-000-0000,152,2010-03-01,12,0,0,0
AA-AA-000-0000,152,2010-06-01,12,0,0,0
AA-AA-000-0000,152,2010-09-01,12,0,0,0
AA-AA-000-0000,152,2010-12-01,12,0,0,0
AA-AA-000-0000,152,2011-03-01,12,0,0,0
AA-AA-000-0000,152,2011-06-01,12,0,0,0
AA-AA-000-0000,152,2011-09-01,12,0,0,0
AA-AA-000-0000,152,2011-12-01,12,0,0,0
AA-AA-000-0000,152,2012-03-01,12,0,0,0
AA-AA-000-0000,152,2012-06-01,12,0,0,0
AA-AA-000-0000,152,2012-09-01,12,0,0,0
AA-AA-000-0000,152,2012-12-01,12,0,0,0
AA-AA-000-0000,152,2013-03-01,12,0,0,0
AA-AA-000-0000,152,2013-06-01,12,0,0,0
AA-AA-000-0000,152,2013-09-01,12,0,0,0
AA-AA-000-0000,152,2013-12-01,12,0,0,0
AA-AA-000-0000,152,2014-03-01,12,0,0,0
AA-AA-000-0000,152,2014-06-01,12,0,0,0
AA-AA-000-0000,152,2014-09-01,12,1,0,1
AA-AA-000-0000,152,2014-12-01,12,1,0,1
AA-AA-000-0000,152,2015-03-01,12,1,0,1
AA-AA-000-0000,152,2015-06-01,12,1,0,1
AA-AA-000-0000,152,2015-09-01,12,1,0,1
AA-AA-000-0000,152,2015-12-01,12,1,0,1
AA-AA-000-0000,152,2016-03-01,12,1,0,1
AA-AA-000-0000,152,2016-06-01,12,1,0,1
AA-AA-000-0000,152,2016-09-01,12,1,0,1
AA-AA-000-0000,152,2016-12-01,12,0,0,0
AA-AA-000-0000,152,2017-03-01,12,0,0,0
AA-AA-000-0000,152,2017-06-01,12,0,0,0
AA-AA-000-0000,152,2017-09-01,12,0,0,0
AA-AA-000-0000,152,2017-12-01,12,0,0,0
AA-AA-000-0000,152,2018-03-01,12,0,0,0
AA-AA-000-0000,152,2018-06-01,12,0,0,0
AA-AA-000-0000,152,2018-09-01,12,0,0,0
AA-AA-000-0000,152,2018-12-01,12,0,0,0
AA-AA-000-0000,152,2019-03-01,12,0,0,0
AA-AA-000-0000,152,2019-06-01,12,0,0,0
AA-AA-000-0000,152,2019-09-01,12,0,0,0
AA-AA-000-0000,152,2019-12-01,12,0,0,0
AA-AA-000-0000,153,2003-12-01,1,0,0,0
AA-AA-000-0000,153,2004-03-01,1,0,0,0
AA-AA-000-0000,153,2004-06-01,1,0,0,0
AA-AA-000-0000,153,2004-09-01,1,0,0,0
AA-AA-000-0000,153,2004-12-01,1,0,0,0
AA-AA-000-0000,153,2005-03-01,11,0,0,0
AA-AA-000-0000,153,2005-06-01,12,0,0,0
AA-AA-000-0000,153,2005-09-01,12,1,0,1
AA-AA-000-0000,153,2005-12-01,12,0,0,0
AA-AA-000-0000,153,2006-03-01,12,0,1,1
AA-AA-000-0000,153,2006-06-01,12,1,0,1
AA-AA-000-0000,153,2006-09-01,12,0,1,1
AA-AA-000-0000,153,2006-12-01,12,0,1,1
AA-AA-000-0000,153,2007-03-01,12,0,1,1
AA-AA-000-0000,153,2007-06-01,12,0,1,1
AA-AA-000-0000,153,2007-09-01,12,1,0,1
AA-AA-000-0000,153,2007-12-01,12,1,0,1
AA-AA-000-0000,153,2008-03-01,12,1,0,1
AA-AA-000-0000,153,2008-06-01,12,1,0,1
AA-AA-000-0000,153,2008-09-01,12,1,0,1
AA-AA-000-0000,153,2008-12-01,12,1,0,1
AA-AA-000-0000,153,2009-03-01,12,1,0,1
AA-AA-000-0000,153,2009-06-01,12,1,0,1
AA-AA-000-0000,153,2009-09-01,12,1,0,1
AA-AA-000-0000,153,2009-12-01,12,1,0,1
AA-AA-000-0000,153,2010-03-01,12,1,0,1
AA-AA-000-0000,153,2010-06-01,12,1,0,1
AA-AA-000-0000,153,2010-09-01,12,1,0,1
AA-AA-000-0000,153,2010-12-01,12,1,0,1
AA-AA-000-0000,153,2011-03-01,12,1,0,1
AA-AA-000-0000,153,2011-06-01,12,1,0,1
AA-AA-000-0000,153,2011-09-01,12,1,0,1
AA-AA-000-0000,153,2011-12-01,12,1,0,1
AA-AA-000-0000,153,2012-03-01,12,0,0,0
AA-AA-000-0000,153,2012-06-01,12,0,0,0
AA-AA-000-0000,153,2012-09-01,12,0,0,0
AA-AA-000-0000,153,2012-12-01,12,1,0,1
AA-AA-000-0000,153,2013-03-01,12,0,0,0
AA-AA-000-0000,153,2013-06-01,12,0,0,0
AA-AA-000-0000,153,2013-09-01,12,0,0,0
AA-AA-000-0000,153,2013-12-01,12,0,0,0
AA-AA-000-0000,153,2014-03-01,12,0,0,0
AA-AA-000-0000,153,2014-06-01,12,0,0,0
AA-AA-000-0000,153,2014-09-01,12,0,0,0
AA-AA-000-0000,153,2014-12-01,12,0,0,0
AA-AA-000-0000,153,2015-03-01,12,0,0,0
AA-AA-000-0000,153,2015-06-01,12,0,0,0
AA-AA-000-0000,153,2015-09-01,12,0,0,0
AA-AA-000-0000,153,2015-12-01,12,0,0,0
AA-AA-000-0000,153,2016-03-01,12,0,0,0
AA-AA-000-0000,153,2016-06-01,12,0,0,0
AA-AA-000-0000,153,2016-09-01,12,0,0,0
AA-AA-000-0000,153,2016-12-01,12,0,0,0
AA-AA-000-0000,153,2017-03-01,12,0,0,0
AA-AA-000-0000,153,2017-06-01,12,0,0,0
AA-AA-000-0000,153,2017-09-01,12,0,0,0
AA-AA-000-0000,153,2017-12-01,12,0,0,0
AA-AA-000-0000,153,2018-03-01,12,0,0,0
AA-AA-000-0000,153,2018-06-01,12,0,0,0
AA-AA-000-0000,153,2018-09-01,12,0,0,0
AA-AA-000-0000,153,2018-12-01,12,0,0,0
AA-AA-000-0000,153,2019-03-01,12,0,0,0
AA-AA-000-0000,153,2019-06-01,12,0,0,0
AA-AA-000-0000,153,2019-09-01,12,0,0,0
AA-AA-000-0000,153,2019-12-01,12,0,0,0
AA-AA-000-0000,154,2009-03-01,1,0,0,0
AA-AA-000-0000,154,2009-06-01,1,0,0,0
AA-AA-000-0000,154,2009-09-01,1,0,0,0
AA-AA-000-0000,154,2009-12-01,1,0,0,0
AA-AA-000-0000,154,2010-03-01,1,0,0,0
AA-AA-000-0000,154,2010-06-01,1,0,0,0
AA-AA-000-0000,154,2010-09-01,1,0,0,0
AA-AA-000-0000,154,2010-12-01,1,0,0,0
AA-AA-000-0000,154,2011-03-01,1,0,0,0
AA-AA-000-0000,154,2011-06-01,1,0,0,0
AA-AA-000-0000,154,2011-09-01,1,0,0,0
AA-AA-000-0000,154,2011-12-01,1,0,0,0
AA-AA-000-0000,154,2012-03-01,1,0,0,0
AA-AA-000-0000,154,2012-06-01,1,0,0,0
AA-AA-000-0000,154,2012-09-01,1,0,0,0
AA-AA-000-0000,154,2012-12-01,1,0,0,0
AA-AA-000-0000,154,2013-03-01,1,0,0,0
AA-AA-000-0000,154,2013-06-01,1,0,0,0
AA-AA-000-0000,154,2013-09-01,1,0,0,0
AA-AA-000-0000,154,2013-12-01,1,0,0,0
AA-AA-000-0000,154,2014-03-01,10,0,0,0
AA-AA-000-0000,154,2014-06-01,12,0,0,0
AA-AA-000-0000,154,2014-09-01,12,0,0,0
AA-AA-000-0000,154,2014-12-01,12,0,0,0
AA-AA-000-0000,154,2015-03-01,12,1,0,1
AA-AA-000-0000,154,2015-06-01,12,2,0,2
