StudyID,MetricID,GroupID,Numerator,Denominator,Metric,Score,Flag,SnapshotDate
AA-AA-000-0000,kri0002,124,0,2632,0,-0.336737412,0,2023-05-01
AA-AA-000-0000,kri0002,47,0,2522,0,-0.329625626,0,2023-05-01
AA-AA-000-0000,kri0002,151,0,2376,0,-0.319942287,0,2023-05-01
AA-AA-000-0000,kri0002,102,0,2355,0,-0.318525263,0,2023-05-01
AA-AA-000-0000,kri0002,60,0,2298,0,-0.314646887,0,2023-05-01
AA-AA-000-0000,kri0002,163,0,2282,0,-0.313549597,0,2023-05-01
AA-AA-000-0000,kri0002,120,0,2271,0,-0.312792977,0,2023-05-01
AA-AA-000-0000,kri0002,101,0,2237,0,-0.310442676,0,2023-05-01
AA-AA-000-0000,kri0002,161,0,2222,0,-0.309400103,0,2023-05-01
AA-AA-000-0000,kri0002,105,0,2180,0,-0.30646203,0,2023-05-01
AA-AA-000-0000,kri0002,81,0,2129,0,-0.302856053,0,2023-05-01
AA-AA-000-0000,kri0002,19,0,2116,0,-0.301929994,0,2023-05-01
AA-AA-000-0000,kri0002,53,0,2096,0,-0.300499716,0,2023-05-01
AA-AA-000-0000,kri0002,181,0,2089,0,-0.299997508,0,2023-05-01
AA-AA-000-0000,kri0002,188,0,2032,0,-0.295876368,0,2023-05-01
AA-AA-000-0000,kri0002,107,0,2025,0,-0.295366299,0,2023-05-01
AA-AA-000-0000,kri0002,70,0,2020,0,-0.295001424,0,2023-05-01
AA-AA-000-0000,kri0002,32,0,2013,0,-0.294489839,0,2023-05-01
AA-AA-000-0000,kri0002,25,0,1915,0,-0.287231996,0,2023-05-01
AA-AA-000-0000,kri0002,130,0,1876,0,-0.284292134,0,2023-05-01
AA-AA-000-0000,kri0002,136,0,1765,0,-0.27575334,0,2023-05-01
AA-AA-000-0000,kri0002,116,0,1739,0,-0.27371476,0,2023-05-01
AA-AA-000-0000,kri0002,3,0,1666,0,-0.26790815,0,2023-05-01
AA-AA-000-0000,kri0002,115,0,1652,0,-0.266780111,0,2023-05-01
AA-AA-000-0000,kri0002,111,0,1597,0,-0.262301567,0,2023-05-01
AA-AA-000-0000,kri0002,112,0,1596,0,-0.262219431,0,2023-05-01
AA-AA-000-0000,kri0002,150,0,1591,0,-0.261808364,0,2023-05-01
AA-AA-000-0000,kri0002,119,0,1514,0,-0.255394397,0,2023-05-01
AA-AA-000-0000,kri0002,183,0,1513,0,-0.255310038,0,2023-05-01
AA-AA-000-0000,kri0002,185,0,1470,0,-0.251655887,0,2023-05-01
AA-AA-000-0000,kri0002,40,0,1456,0,-0.250454659,0,2023-05-01
AA-AA-000-0000,kri0002,168,0,1437,0,-0.248815145,0,2023-05-01
AA-AA-000-0000,kri0002,41,0,1430,0,-0.248208383,0,2023-05-01
AA-AA-000-0000,kri0002,178,0,1429,0,-0.248121582,0,2023-05-01
AA-AA-000-0000,kri0002,129,0,1423,0,-0.247600135,0,2023-05-01
AA-AA-000-0000,kri0002,16,0,1411,0,-0.246553932,0,2023-05-01
AA-AA-000-0000,kri0002,57,0,1356,0,-0.241700902,0,2023-05-01
AA-AA-000-0000,kri0002,100,0,1354,0,-0.241522591,0,2023-05-01
AA-AA-000-0000,kri0002,18,0,1350,0,-0.241165573,0,2023-05-01
AA-AA-000-0000,kri0002,162,0,1346,0,-0.240808026,0,2023-05-01
AA-AA-000-0000,kri0002,98,0,1346,0,-0.240808026,0,2023-05-01
AA-AA-000-0000,kri0002,82,0,1345,0,-0.240718556,0,2023-05-01
AA-AA-000-0000,kri0002,148,0,1328,0,-0.239192448,0,2023-05-01
AA-AA-000-0000,kri0002,52,0,1094,0,-0.217098633,0,2023-05-01
AA-AA-000-0000,kri0002,182,0,1000,0,-0.207562277,0,2023-05-01
AA-AA-000-0000,kri0002,65,0,847,0,-0.191024966,0,2023-05-01
AA-AA-000-0000,kri0002,31,0,841,0,-0.19034717,0,2023-05-01
AA-AA-000-0000,kri0002,36,0,840,0,-0.190233969,0,2023-05-01
AA-AA-000-0000,kri0002,45,0,775,0,-0.18272555,0,2023-05-01
AA-AA-000-0000,kri0002,110,0,759,0,-0.180829514,0,2023-05-01
AA-AA-000-0000,kri0002,180,0,757,0,-0.18059111,0,2023-05-01
AA-AA-000-0000,kri0002,38,0,757,0,-0.18059111,0,2023-05-01
AA-AA-000-0000,kri0002,126,0,754,0,-0.180232912,0,2023-05-01
AA-AA-000-0000,kri0002,66,0,754,0,-0.180232912,0,2023-05-01
AA-AA-000-0000,kri0002,87,0,750,0,-0.179754205,0,2023-05-01
AA-AA-000-0000,kri0002,14,0,738,0,-0.178310373,0,2023-05-01
AA-AA-000-0000,kri0002,158,0,708,0,-0.174648579,0,2023-05-01
AA-AA-000-0000,kri0002,175,0,679,0,-0.171034339,0,2023-05-01
AA-AA-000-0000,kri0002,20,0,675,0,-0.170529812,0,2023-05-01
AA-AA-000-0000,kri0002,6,0,674,0,-0.170403447,0,2023-05-01
AA-AA-000-0000,kri0002,123,0,673,0,-0.170276988,0,2023-05-01
AA-AA-000-0000,kri0002,46,0,673,0,-0.170276988,0,2023-05-01
AA-AA-000-0000,kri0002,55,0,673,0,-0.170276988,0,2023-05-01
AA-AA-000-0000,kri0002,78,0,673,0,-0.170276988,0,2023-05-01
AA-AA-000-0000,kri0002,117,0,672,0,-0.170150435,0,2023-05-01
AA-AA-000-0000,kri0002,42,0,672,0,-0.170150435,0,2023-05-01
AA-AA-000-0000,kri0002,33,0,670,0,-0.169897046,0,2023-05-01
AA-AA-000-0000,kri0002,72,0,667,0,-0.169516253,0,2023-05-01
AA-AA-000-0000,kri0002,99,0,662,0,-0.168879689,0,2023-05-01
AA-AA-000-0000,kri0002,159,0,560,0,-0.155325386,0,2023-05-01
AA-AA-000-0000,kri0002,48,0,531,0,-0.151250106,0,2023-05-01
AA-AA-000-0000,kri0002,145,0,4,0,NA,NA,2023-05-01
AA-AA-000-0000,kri0003,68,55,2852,0.019284712,3.524637546,2,2023-05-01
AA-AA-000-0000,kri0003,114,74,4976,0.014871383,3.306657282,2,2023-05-01
AA-AA-000-0000,kri0003,75,98,7957,0.0123162,3.193779904,2,2023-05-01
AA-AA-000-0000,kri0003,173,223,20748,0.010748024,4.178474486,2,2023-05-01
AA-AA-000-0000,kri0003,186,44,3396,0.012956419,2.248144028,1,2023-05-01
AA-AA-000-0000,kri0003,134,54,4824,0.01119403,2.149035065,1,2023-05-01
AA-AA-000-0000,kri0003,92,111,10653,0.0104196,2.847211962,1,2023-05-01
AA-AA-000-0000,kri0003,94,10,26286,0.000380431,-2.580343868,-01,2023-05-01
AA-AA-000-0000,kri0003,145,2,53,0.037735849,1.062535645,0,2023-05-01
AA-AA-000-0000,kri0003,158,13,744,0.017473118,1.586106537,0,2023-05-01
AA-AA-000-0000,kri0003,36,14,883,0.01585504,1.51958613,0,2023-05-01
AA-AA-000-0000,kri0003,45,12,797,0.015056462,1.346001083,0,2023-05-01
AA-AA-000-0000,kri0003,14,11,770,0.014285714,1.230331152,0,2023-05-01
AA-AA-000-0000,kri0003,99,10,703,0.014224751,1.168581755,0,2023-05-01
AA-AA-000-0000,kri0003,185,24,1695,0.014159292,1.802861266,0,2023-05-01
AA-AA-000-0000,kri0003,165,6,441,0.013605442,0.869197368,0,2023-05-01
AA-AA-000-0000,kri0003,55,9,697,0.012912482,1.013463461,0,2023-05-01
AA-AA-000-0000,kri0003,31,11,858,0.012820513,1.112764434,0,2023-05-01
AA-AA-000-0000,kri0003,25,26,2034,0.012782694,1.705915865,0,2023-05-01
AA-AA-000-0000,kri0003,53,28,2217,0.01262968,1.749785506,0,2023-05-01
AA-AA-000-0000,kri0003,110,10,804,0.012437811,1.030157537,0,2023-05-01
AA-AA-000-0000,kri0003,101,28,2358,0.01187447,1.645664276,0,2023-05-01
AA-AA-000-0000,kri0003,183,19,1666,0.011404562,1.300159882,0,2023-05-01
AA-AA-000-0000,kri0003,40,18,1604,0.011221945,1.244046261,0,2023-05-01
AA-AA-000-0000,kri0003,73,32,2873,0.011138183,1.645499354,0,2023-05-01
AA-AA-000-0000,kri0003,175,8,723,0.011065007,0.816939835,0,2023-05-01
AA-AA-000-0000,kri0003,89,36,3674,0.009798585,1.508958639,0,2023-05-01
AA-AA-000-0000,kri0003,119,15,1570,0.00955414,0.944440978,0,2023-05-01
AA-AA-000-0000,kri0003,179,32,3387,0.009447889,1.360384964,0,2023-05-01
AA-AA-000-0000,kri0003,182,10,1070,0.009345794,0.750149889,0,2023-05-01
AA-AA-000-0000,kri0003,116,17,1821,0.00933553,0.976715359,0,2023-05-01
AA-AA-000-0000,kri0003,135,34,3890,0.00874036,1.266689913,0,2023-05-01
AA-AA-000-0000,kri0003,15,31,3720,0.008333333,1.131131271,0,2023-05-01
AA-AA-000-0000,kri0003,3,12,1441,0.00832755,0.703050174,0,2023-05-01
AA-AA-000-0000,kri0003,67,63,7627,0.008260128,1.591937243,0,2023-05-01
AA-AA-000-0000,kri0003,11,55,6784,0.008107311,1.446844528,0,2023-05-01
AA-AA-000-0000,kri0003,184,30,3704,0.008099352,1.066991425,0,2023-05-01
AA-AA-000-0000,kri0003,96,23,3019,0.007618417,0.848786105,0,2023-05-01
AA-AA-000-0000,kri0003,34,52,6842,0.007600117,1.271227321,0,2023-05-01
AA-AA-000-0000,kri0003,136,14,1843,0.00759631,0.65906461,0,2023-05-01
AA-AA-000-0000,kri0003,35,29,3921,0.007396072,0.906979806,0,2023-05-01
AA-AA-000-0000,kri0003,153,26,3637,0.007148749,0.808885319,0,2023-05-01
AA-AA-000-0000,kri0003,9,12,1691,0.007096393,0.542223662,0,2023-05-01
AA-AA-000-0000,kri0003,6,5,709,0.007052186,0.345998675,0,2023-05-01
AA-AA-000-0000,kri0003,171,5,715,0.006993007,0.340602787,0,2023-05-01
AA-AA-000-0000,kri0003,78,5,715,0.006993007,0.340602787,0,2023-05-01
AA-AA-000-0000,kri0003,20,5,720,0.006944444,0.336145262,0,2023-05-01
AA-AA-000-0000,kri0003,65,6,885,0.006779661,0.351435246,0,2023-05-01
AA-AA-000-0000,kri0003,84,15,2214,0.006775068,0.554919735,0,2023-05-01
AA-AA-000-0000,kri0003,63,53,7931,0.006682638,1.014612609,0,2023-05-01
AA-AA-000-0000,kri0003,148,9,1411,0.006378455,0.378445894,0,2023-05-01
AA-AA-000-0000,kri0003,104,44,6910,0.006367583,0.833573403,0,2023-05-01
AA-AA-000-0000,kri0003,154,3,475,0.006315789,0.213659098,0,2023-05-01
AA-AA-000-0000,kri0003,26,31,4966,0.006242449,0.668445764,0,2023-05-01
AA-AA-000-0000,kri0003,107,13,2115,0.006146572,0.417126515,0,2023-05-01
AA-AA-000-0000,kri0003,109,21,3422,0.006136762,0.528095504,0,2023-05-01
AA-AA-000-0000,kri0003,102,15,2455,0.00610998,0.441549158,0,2023-05-01
AA-AA-000-0000,kri0003,112,10,1691,0.005913661,0.331477476,0,2023-05-01
AA-AA-000-0000,kri0003,16,9,1536,0.005859375,0.306701565,0,2023-05-01
AA-AA-000-0000,kri0003,132,4,713,0.005610098,0.18011877,0,2023-05-01
AA-AA-000-0000,kri0003,111,9,1633,0.005511329,0.255293507,0,2023-05-01
AA-AA-000-0000,kri0003,150,9,1647,0.005464481,0.248147182,0,2023-05-01
AA-AA-000-0000,kri0003,130,11,2040,0.005392157,0.26201607,0,2023-05-01
AA-AA-000-0000,kri0003,161,13,2413,0.005387484,0.283970453,0,2023-05-01
AA-AA-000-0000,kri0003,50,35,6531,0.005359057,0.457225304,0,2023-05-01
AA-AA-000-0000,kri0003,168,8,1528,0.005235602,0.200246903,0,2023-05-01
AA-AA-000-0000,kri0003,81,12,2292,0.005235602,0.245251368,0,2023-05-01
AA-AA-000-0000,kri0003,39,16,3119,0.005129849,0.26050421,0,2023-05-01
AA-AA-000-0000,kri0003,7,39,7678,0.005079448,0.389588114,0,2023-05-01
AA-AA-000-0000,kri0003,87,4,788,0.005076142,0.124406582,0,2023-05-01
AA-AA-000-0000,kri0003,52,6,1205,0.004979253,0.139267902,0,2023-05-01
AA-AA-000-0000,kri0003,60,12,2431,0.00493624,0.188621281,0,2023-05-01
AA-AA-000-0000,kri0003,162,7,1430,0.004895105,0.137925535,0,2023-05-01
AA-AA-000-0000,kri0003,174,19,3944,0.004817444,0.207924328,0,2023-05-01
AA-AA-000-0000,kri0003,54,63,13479,0.004673937,0.312189962,0,2023-05-01
AA-AA-000-0000,kri0003,19,10,2209,0.004526935,0.096444811,0,2023-05-01
AA-AA-000-0000,kri0003,49,13,2884,0.004507628,0.105706489,0,2023-05-01
AA-AA-000-0000,kri0003,122,31,6948,0.004461716,0.147488752,0,2023-05-01
AA-AA-000-0000,kri0003,28,10,2286,0.004374453,0.066520681,0,2023-05-01
AA-AA-000-0000,kri0003,160,24,5547,0.004326663,0.088197971,0,2023-05-01
AA-AA-000-0000,kri0003,149,32,7453,0.004293573,0.089855551,0,2023-05-01
AA-AA-000-0000,kri0003,117,3,706,0.004249292,0.022557228,0,2023-05-01
AA-AA-000-0000,kri0003,76,41,9840,0.004166667,0.048698402,0,2023-05-01
AA-AA-000-0000,kri0003,172,94,22818,0.004119555,0.043320713,0,2023-05-01
AA-AA-000-0000,kri0003,189,96,23364,0.004108885,0.036769357,0,2023-05-01
AA-AA-000-0000,kri0003,71,32,7865,0.004068659,0.005875,0,2023-05-01
AA-AA-000-0000,kri0003,10,56,13774,0.004065631,0.00623505,0,2023-05-01
AA-AA-000-0000,kri0003,129,6,1493,0.004018754,-0.005795767,0,2023-05-01
AA-AA-000-0000,kri0003,157,22,5594,0.003932785,-0.039080221,0,2023-05-01
AA-AA-000-0000,kri0003,8,73,18655,0.00391316,-0.082981127,0,2023-05-01
AA-AA-000-0000,kri0003,13,20,5129,0.003899396,-0.047782352,0,2023-05-01
AA-AA-000-0000,kri0003,143,81,20902,0.003875227,-0.111600094,0,2023-05-01
AA-AA-000-0000,kri0003,62,95,24569,0.003866661,-0.126812154,0,2023-05-01
AA-AA-000-0000,kri0003,140,197,50949,0.003866612,-0.182662823,0,2023-05-01
AA-AA-000-0000,kri0003,43,92,24166,0.003807002,-0.165954739,0,2023-05-01
AA-AA-000-0000,kri0003,47,10,2658,0.003762227,-0.065040759,0,2023-05-01
AA-AA-000-0000,kri0003,38,3,798,0.003759398,-0.035983946,0,2023-05-01
AA-AA-000-0000,kri0003,144,11,2949,0.003730078,-0.076073678,0,2023-05-01
AA-AA-000-0000,kri0003,181,8,2183,0.003664682,-0.078691964,0,2023-05-01
AA-AA-000-0000,kri0003,23,15,4161,0.003604903,-0.125352091,0,2023-05-01
AA-AA-000-0000,kri0003,187,14,3910,0.003580563,-0.128107478,0,2023-05-01
AA-AA-000-0000,kri0003,98,5,1420,0.003521127,-0.086907284,0,2023-05-01
AA-AA-000-0000,kri0003,30,20,5749,0.003478866,-0.188751809,0,2023-05-01
AA-AA-000-0000,kri0003,17,34,9809,0.003466205,-0.251985014,0,2023-05-01
AA-AA-000-0000,kri0003,190,18,5226,0.003444317,-0.190783885,0,2023-05-01
AA-AA-000-0000,kri0003,127,13,3779,0.003440064,-0.16336831,0,2023-05-01
AA-AA-000-0000,kri0003,170,75,21878,0.003428101,-0.400748872,0,2023-05-01
AA-AA-000-0000,kri0003,83,16,4736,0.003378378,-0.201282497,0,2023-05-01
AA-AA-000-0000,kri0003,178,5,1511,0.003309067,-0.125367179,0,2023-05-01
AA-AA-000-0000,kri0003,113,19,6174,0.003077421,-0.332285923,0,2023-05-01
AA-AA-000-0000,kri0003,146,19,6195,0.00306699,-0.336408401,0,2023-05-01
AA-AA-000-0000,kri0003,105,7,2285,0.003063457,-0.205041461,0,2023-05-01
AA-AA-000-0000,kri0003,155,23,7803,0.002947584,-0.42325634,0,2023-05-01
AA-AA-000-0000,kri0003,167,32,10875,0.002942529,-0.501959087,0,2023-05-01
AA-AA-000-0000,kri0003,166,42,14349,0.002927033,-0.584629542,0,2023-05-01
AA-AA-000-0000,kri0003,51,23,7886,0.002916561,-0.437439073,0,2023-05-01
AA-AA-000-0000,kri0003,32,6,2110,0.002843602,-0.24079365,0,2023-05-01
AA-AA-000-0000,kri0003,44,10,3534,0.002829655,-0.315221117,0,2023-05-01
AA-AA-000-0000,kri0003,100,4,1425,0.002807018,-0.203868428,0,2023-05-01
AA-AA-000-0000,kri0003,77,37,13320,0.002777778,-0.637919149,0,2023-05-01
AA-AA-000-0000,kri0003,29,13,4702,0.002764781,-0.382875356,0,2023-05-01
AA-AA-000-0000,kri0003,85,29,10519,0.002756916,-0.576163819,0,2023-05-01
AA-AA-000-0000,kri0003,131,14,5246,0.0026687,-0.434572351,0,2023-05-01
AA-AA-000-0000,kri0003,41,4,1507,0.00265428,-0.235344429,0,2023-05-01
AA-AA-000-0000,kri0003,139,113,43704,0.002585576,-1.329619696,0,2023-05-01
AA-AA-000-0000,kri0003,86,41,15968,0.002567635,-0.813519903,0,2023-05-01
AA-AA-000-0000,kri0003,180,2,780,0.002564103,-0.180227741,0,2023-05-01
AA-AA-000-0000,kri0003,27,8,3167,0.00252605,-0.372439508,0,2023-05-01
AA-AA-000-0000,kri0003,22,9,3570,0.002521008,-0.396731797,0,2023-05-01
AA-AA-000-0000,kri0003,137,15,5984,0.002506684,-0.518441131,0,2023-05-01
AA-AA-000-0000,kri0003,64,7,2833,0.002470879,-0.364977586,0,2023-05-01
AA-AA-000-0000,kri0003,138,12,4913,0.002442499,-0.489255424,0,2023-05-01
AA-AA-000-0000,kri0003,70,5,2146,0.002329916,-0.345952245,0,2023-05-01
AA-AA-000-0000,kri0003,141,21,9602,0.002187044,-0.792446394,0,2023-05-01
AA-AA-000-0000,kri0003,120,5,2406,0.002078138,-0.419824272,0,2023-05-01
AA-AA-000-0000,kri0003,61,27,13980,0.00193133,-1.087198053,0,2023-05-01
AA-AA-000-0000,kri0003,58,29,15101,0.001920403,-1.135765513,0,2023-05-01
AA-AA-000-0000,kri0003,133,7,3881,0.001803659,-0.607295675,0,2023-05-01
AA-AA-000-0000,kri0003,106,5,2881,0.001735509,-0.539089303,0,2023-05-01
AA-AA-000-0000,kri0003,5,51,31992,0.001594149,-1.905987007,0,2023-05-01
AA-AA-000-0000,kri0003,152,8,5572,0.00143575,-0.846669119,0,2023-05-01
AA-AA-000-0000,kri0003,123,1,705,0.00141844,-0.303155382,0,2023-05-01
AA-AA-000-0000,kri0003,57,2,1413,0.001415428,-0.429672829,0,2023-05-01
AA-AA-000-0000,kri0003,91,17,12408,0.001370084,-1.295148243,0,2023-05-01
AA-AA-000-0000,kri0003,72,1,744,0.001344086,-0.320215677,0,2023-05-01
AA-AA-000-0000,kri0003,126,1,792,0.001262626,-0.340317389,0,2023-05-01
AA-AA-000-0000,kri0003,103,4,3256,0.001228501,-0.698460847,0,2023-05-01
AA-AA-000-0000,kri0003,59,7,6053,0.001156451,-0.976614631,0,2023-05-01
AA-AA-000-0000,kri0003,164,6,5193,0.001155402,-0.904907965,0,2023-05-01
AA-AA-000-0000,kri0003,176,4,3536,0.001131222,-0.752939301,0,2023-05-01
AA-AA-000-0000,kri0003,118,15,13401,0.001119319,-1.471762671,0,2023-05-01
AA-AA-000-0000,kri0003,80,5,4575,0.001092896,-0.867677554,0,2023-05-01
AA-AA-000-0000,kri0003,56,18,19049,0.000944931,-1.859002426,0,2023-05-01
AA-AA-000-0000,kri0003,69,8,9175,0.000871935,-1.320467537,0,2023-05-01
AA-AA-000-0000,kri0003,163,2,2387,0.000837872,-0.680731838,0,2023-05-01
AA-AA-000-0000,kri0003,147,3,3883,0.000772599,-0.885852184,0,2023-05-01
AA-AA-000-0000,kri0003,156,5,6832,0.00073185,-1.189631258,0,2023-05-01
AA-AA-000-0000,kri0003,18,1,1430,0.000699301,-0.549593555,0,2023-05-01
AA-AA-000-0000,kri0003,121,3,4670,0.000642398,-1.010038989,0,2023-05-01
AA-AA-000-0000,kri0003,115,1,1757,0.000569152,-0.632838343,0,2023-05-01
AA-AA-000-0000,kri0003,97,2,3717,0.000538068,-0.928667954,0,2023-05-01
AA-AA-000-0000,kri0003,151,1,2480,0.000403226,-0.787657547,0,2023-05-01
AA-AA-000-0000,kri0003,124,1,2751,0.000363504,-0.838604996,0,2023-05-01
AA-AA-000-0000,kri0003,128,1,3213,0.000311236,-0.919128683,0,2023-05-01
AA-AA-000-0000,kri0003,177,1,3792,0.000263713,-1.011196679,0,2023-05-01
AA-AA-000-0000,kri0003,4,1,6566,0.0001523,-1.369732584,0,2023-05-01
AA-AA-000-0000,kri0003,142,0,2831,0,-0.934518183,0,2023-05-01
AA-AA-000-0000,kri0003,188,0,2117,0,-0.808124457,0,2023-05-01
AA-AA-000-0000,kri0003,82,0,1422,0,-0.662319619,0,2023-05-01
AA-AA-000-0000,kri0003,66,0,796,0,-0.495535024,0,2023-05-01
AA-AA-000-0000,kri0003,46,0,738,0,-0.477140193,0,2023-05-01
AA-AA-000-0000,kri0003,12,0,723,0,-0.472266315,0,2023-05-01
AA-AA-000-0000,kri0003,33,0,713,0,-0.468988924,0,2023-05-01
AA-AA-000-0000,kri0003,42,0,702,0,-0.465357135,0,2023-05-01
AA-AA-000-0000,kri0003,159,0,629,0,-0.440497192,0,2023-05-01
AA-AA-000-0000,kri0003,48,0,595,0,-0.428426478,0,2023-05-01
AA-AA-000-0000,kri0004,145,1,53,0.018867925,3.038292582,2,2023-05-01
AA-AA-000-0000,kri0004,20,4,720,0.005555556,3.086361844,2,2023-05-01
AA-AA-000-0000,kri0004,186,11,3396,0.003239105,3.637308666,2,2023-05-01
AA-AA-000-0000,kri0004,173,48,20748,0.002313476,5.962650434,2,2023-05-01
AA-AA-000-0000,kri0004,158,3,744,0.004032258,2.193791892,1,2023-05-01
AA-AA-000-0000,kri0004,114,10,4976,0.002009646,2.43333504,1,2023-05-01
AA-AA-000-0000,kri0004,7,14,7678,0.001823392,2.652003788,1,2023-05-01
AA-AA-000-0000,kri0004,26,9,4966,0.001812324,2.115104083,1,2023-05-01
AA-AA-000-0000,kri0004,75,14,7957,0.001759457,2.570242425,1,2023-05-01
AA-AA-000-0000,kri0004,159,2,629,0.00317965,1.531523984,0,2023-05-01
AA-AA-000-0000,kri0004,72,2,744,0.002688172,1.36121455,0,2023-05-01
AA-AA-000-0000,kri0004,31,2,858,0.002331002,1.22419523,0,2023-05-01
AA-AA-000-0000,kri0004,165,1,441,0.002267574,0.84741073,0,2023-05-01
AA-AA-000-0000,kri0004,162,3,1430,0.002097902,1.380248741,0,2023-05-01
AA-AA-000-0000,kri0004,3,3,1441,0.002081888,1.371741566,0,2023-05-01
AA-AA-000-0000,kri0004,111,3,1633,0.00183711,1.235636295,0,2023-05-01
AA-AA-000-0000,kri0004,68,5,2852,0.001753156,1.531129345,0,2023-05-01
AA-AA-000-0000,kri0004,73,5,2873,0.001740341,1.521157547,0,2023-05-01
AA-AA-000-0000,kri0004,48,1,595,0.001680672,0.659199557,0,2023-05-01
AA-AA-000-0000,kri0004,89,6,3674,0.001633097,1.572565775,0,2023-05-01
AA-AA-000-0000,kri0004,80,7,4575,0.001530055,1.596549615,0,2023-05-01
AA-AA-000-0000,kri0004,34,10,6842,0.001461561,1.823780325,0,2023-05-01
AA-AA-000-0000,kri0004,157,8,5594,0.001430104,1.595650897,0,2023-05-01
AA-AA-000-0000,kri0004,176,5,3536,0.001414027,1.246913587,0,2023-05-01
AA-AA-000-0000,kri0004,49,4,2884,0.001386963,1.093095011,0,2023-05-01
AA-AA-000-0000,kri0004,12,1,723,0.001383126,0.544962214,0,2023-05-01
AA-AA-000-0000,kri0004,175,1,723,0.001383126,0.544962214,0,2023-05-01
AA-AA-000-0000,kri0004,105,3,2285,0.00131291,0.89259058,0,2023-05-01
AA-AA-000-0000,kri0004,28,3,2286,0.001312336,0.892162271,0,2023-05-01
AA-AA-000-0000,kri0004,14,1,770,0.001298701,0.509194825,0,2023-05-01
AA-AA-000-0000,kri0004,126,1,792,0.001262626,0.493361996,0,2023-05-01
AA-AA-000-0000,kri0004,45,1,797,0.001254705,0.489838477,0,2023-05-01
AA-AA-000-0000,kri0004,183,2,1666,0.00120048,0.65794574,0,2023-05-01
AA-AA-000-0000,kri0004,9,2,1691,0.001182732,0.646289662,0,2023-05-01
AA-AA-000-0000,kri0004,44,4,3534,0.001131862,0.865628573,0,2023-05-01
AA-AA-000-0000,kri0004,116,2,1821,0.001098298,0.588847349,0,2023-05-01
AA-AA-000-0000,kri0004,142,3,2831,0.001059696,0.687562828,0,2023-05-01
AA-AA-000-0000,kri0004,135,4,3890,0.001028278,0.761465712,0,2023-05-01
AA-AA-000-0000,kri0004,156,7,6832,0.00102459,1.002213778,0,2023-05-01
AA-AA-000-0000,kri0004,104,7,6910,0.001013025,0.986085439,0,2023-05-01
AA-AA-000-0000,kri0004,25,2,2034,0.000983284,0.504536294,0,2023-05-01
AA-AA-000-0000,kri0004,130,2,2040,0.000980392,0.502313523,0,2023-05-01
AA-AA-000-0000,kri0004,188,2,2117,0.000944733,0.474445797,0,2023-05-01
AA-AA-000-0000,kri0004,70,2,2146,0.000931966,0.464253528,0,2023-05-01
AA-AA-000-0000,kri0004,103,3,3256,0.000921376,0.558126873,0,2023-05-01
AA-AA-000-0000,kri0004,84,2,2214,0.000903342,0.440964918,0,2023-05-01
AA-AA-000-0000,kri0004,179,3,3387,0.00088574,0.52214484,0,2023-05-01
AA-AA-000-0000,kri0004,122,6,6948,0.000863558,0.705858843,0,2023-05-01
AA-AA-000-0000,kri0004,101,2,2358,0.000848176,0.39424428,0,2023-05-01
AA-AA-000-0000,kri0004,161,2,2413,0.000828844,0.377249042,0,2023-05-01
AA-AA-000-0000,kri0004,153,3,3637,0.000824856,0.457687451,0,2023-05-01
AA-AA-000-0000,kri0004,184,3,3704,0.000809935,0.441262038,0,2023-05-01
AA-AA-000-0000,kri0004,50,5,6531,0.00076558,0.504532205,0,2023-05-01
AA-AA-000-0000,kri0004,174,3,3944,0.000760649,0.385041711,0,2023-05-01
AA-AA-000-0000,kri0004,63,6,7931,0.000756525,0.537672749,0,2023-05-01
AA-AA-000-0000,kri0004,124,2,2751,0.000727008,0.281506515,0,2023-05-01
AA-AA-000-0000,kri0004,17,7,9809,0.00071363,0.501474431,0,2023-05-01
AA-AA-000-0000,kri0004,57,1,1413,0.000707714,0.185279675,0,2023-05-01
AA-AA-000-0000,kri0004,100,1,1425,0.000701754,0.180955682,0,2023-05-01
AA-AA-000-0000,kri0004,129,1,1493,0.000669792,0.157176632,0,2023-05-01
AA-AA-000-0000,kri0004,54,9,13479,0.000667705,0.466763602,0,2023-05-01
AA-AA-000-0000,kri0004,67,5,7627,0.000655566,0.327035097,0,2023-05-01
AA-AA-000-0000,kri0004,16,1,1536,0.000651042,0.142735232,0,2023-05-01
AA-AA-000-0000,kri0004,39,2,3119,0.000641231,0.190953833,0,2023-05-01
AA-AA-000-0000,kri0004,56,12,19049,0.000629954,0.436561875,0,2023-05-01
AA-AA-000-0000,kri0004,185,1,1695,0.000589971,0.092841534,0,2023-05-01
AA-AA-000-0000,kri0004,115,1,1757,0.000569152,0.074706849,0,2023-05-01
AA-AA-000-0000,kri0004,5,18,31992,0.000562641,0.292334641,0,2023-05-01
AA-AA-000-0000,kri0004,160,3,5547,0.000540833,0.084842341,0,2023-05-01
AA-AA-000-0000,kri0004,15,2,3720,0.000537634,0.065049015,0,2023-05-01
AA-AA-000-0000,kri0004,127,2,3779,0.000529241,0.05384461,0,2023-05-01
AA-AA-000-0000,kri0004,30,3,5749,0.00052183,0.05365213,0,2023-05-01
AA-AA-000-0000,kri0004,35,2,3921,0.000510074,0.027591421,0,2023-05-01
AA-AA-000-0000,kri0004,61,7,13980,0.000500715,0.026969819,0,2023-05-01
