StudyID,MetricID,Param,Value,SnapshotDate
AA-AA-000-0000,qtl0004,Score,0.000441089516075215,2019-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0552947891796837,2019-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0835113165922339,2019-06-01
AA-AA-000-0000,qtl0006,Score,0.0552947891796837,2019-06-01
AA-AA-000-0000,qtl0004,LowCI,0.000443030098621157,2019-09-01
AA-AA-000-0000,qtl0004,UpCI,0.000531138888470937,2019-09-01
AA-AA-000-0000,qtl0004,Score,0.000443030098621157,2019-09-01
AA-AA-000-0000,qtl0006,LowCI,0.0552947891796837,2019-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0835113165922339,2019-09-01
AA-AA-000-0000,qtl0006,Score,0.0552947891796837,2019-09-01
AA-AA-000-0000,qtl0004,LowCI,0.000443030098621157,2019-12-01
AA-AA-000-0000,qtl0004,UpCI,0.000531138888470937,2019-12-01
AA-AA-000-0000,qtl0004,Score,0.000443030098621157,2019-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0552947891796837,2019-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0835113165922339,2019-12-01
AA-AA-000-0000,qtl0006,Score,0.0552947891796837,2019-12-01
