StudyID,MetricID,SnapshotDate,n,n_at_risk,n_flagged,n_at_risk_or_flagged
AA-AA-000-0000,cou0007,2018-06-01,3,0,0,0
AA-AA-000-0000,cou0007,2018-09-01,3,0,0,0
AA-AA-000-0000,cou0007,2018-12-01,3,0,0,0
AA-AA-000-0000,cou0007,2019-03-01,3,0,0,0
AA-AA-000-0000,cou0007,2019-06-01,3,0,0,0
AA-AA-000-0000,cou0007,2019-09-01,3,0,0,0
AA-AA-000-0000,cou0007,2019-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2003-12-01,2,0,0,0
AA-AA-000-0000,cou0008,2004-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2004-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2004-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2004-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2005-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2005-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2005-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2005-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2006-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2006-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2006-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2006-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2007-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2007-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2007-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2007-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2008-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2008-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2008-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2008-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2009-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2009-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2009-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2009-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2010-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2010-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2010-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2010-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2011-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2011-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2011-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2011-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2012-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2012-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2012-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2012-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2013-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2013-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2013-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2013-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2014-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2014-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2014-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2014-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2015-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2015-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2015-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2015-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2016-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2016-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2016-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2016-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2017-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2017-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2017-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2017-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2018-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2018-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2018-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2018-12-01,3,0,0,0
AA-AA-000-0000,cou0008,2019-03-01,3,0,0,0
AA-AA-000-0000,cou0008,2019-06-01,3,0,0,0
AA-AA-000-0000,cou0008,2019-09-01,3,0,0,0
AA-AA-000-0000,cou0008,2019-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2003-12-01,2,0,0,0
AA-AA-000-0000,cou0009,2004-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2004-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2004-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2004-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2005-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2005-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2005-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2005-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2006-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2006-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2006-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2006-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2007-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2007-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2007-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2007-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2008-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2008-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2008-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2008-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2009-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2009-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2009-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2009-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2010-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2010-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2010-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2010-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2011-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2011-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2011-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2011-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2012-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2012-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2012-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2012-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2013-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2013-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2013-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2013-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2014-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2014-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2014-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2014-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2015-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2015-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2015-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2015-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2016-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2016-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2016-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2016-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2017-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2017-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2017-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2017-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2018-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2018-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2018-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2018-12-01,3,0,0,0
AA-AA-000-0000,cou0009,2019-03-01,3,0,0,0
AA-AA-000-0000,cou0009,2019-06-01,3,0,0,0
AA-AA-000-0000,cou0009,2019-09-01,3,0,0,0
AA-AA-000-0000,cou0009,2019-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2003-12-01,2,0,0,0
AA-AA-000-0000,cou0010,2004-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2004-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2004-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2004-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2005-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2005-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2005-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2005-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2006-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2006-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2006-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2006-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2007-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2007-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2007-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2007-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2008-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2008-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2008-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2008-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2009-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2009-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2009-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2009-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2010-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2010-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2010-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2010-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2011-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2011-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2011-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2011-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2012-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2012-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2012-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2012-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2013-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2013-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2013-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2013-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2014-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2014-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2014-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2014-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2015-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2015-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2015-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2015-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2016-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2016-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2016-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2016-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2017-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2017-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2017-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2017-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2018-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2018-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2018-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2018-12-01,3,0,0,0
AA-AA-000-0000,cou0010,2019-03-01,3,0,0,0
AA-AA-000-0000,cou0010,2019-06-01,3,0,0,0
AA-AA-000-0000,cou0010,2019-09-01,3,0,0,0
AA-AA-000-0000,cou0010,2019-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2003-12-01,2,0,0,0
AA-AA-000-0000,cou0011,2004-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2004-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2004-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2004-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2005-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2005-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2005-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2005-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2006-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2006-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2006-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2006-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2007-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2007-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2007-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2007-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2008-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2008-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2008-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2008-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2009-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2009-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2009-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2009-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2010-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2010-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2010-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2010-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2011-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2011-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2011-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2011-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2012-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2012-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2012-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2012-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2013-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2013-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2013-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2013-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2014-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2014-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2014-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2014-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2015-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2015-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2015-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2015-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2016-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2016-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2016-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2016-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2017-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2017-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2017-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2017-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2018-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2018-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2018-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2018-12-01,3,0,0,0
AA-AA-000-0000,cou0011,2019-03-01,3,0,0,0
AA-AA-000-0000,cou0011,2019-06-01,3,0,0,0
AA-AA-000-0000,cou0011,2019-09-01,3,0,0,0
AA-AA-000-0000,cou0011,2019-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2003-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2004-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2004-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2004-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2004-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2005-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2005-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2005-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2005-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2006-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2006-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2006-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2006-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2007-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2007-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2007-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2007-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2008-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2008-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2008-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2008-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2009-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2009-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2009-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2009-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2010-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2010-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2010-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2010-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2011-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2011-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2011-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2011-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2012-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2012-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2012-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2012-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2013-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2013-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2013-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2013-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2014-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2014-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2014-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2014-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2015-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2015-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2015-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2015-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2016-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2016-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2016-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2016-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2017-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2017-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2017-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2017-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2018-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2018-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2018-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2018-12-01,3,0,0,0
AA-AA-000-0000,cou0012,2019-03-01,3,0,0,0
AA-AA-000-0000,cou0012,2019-06-01,3,0,0,0
AA-AA-000-0000,cou0012,2019-09-01,3,0,0,0
AA-AA-000-0000,cou0012,2019-12-01,3,0,0,0
AA-AA-000-0000,kri0001,2003-12-01,6,1,0,1
AA-AA-000-0000,kri0001,2004-03-01,17,2,0,2
AA-AA-000-0000,kri0001,2004-06-01,29,3,0,3
AA-AA-000-0000,kri0001,2004-09-01,49,2,1,3
AA-AA-000-0000,kri0001,2004-12-01,58,1,2,3
AA-AA-000-0000,kri0001,2005-03-01,63,1,2,3
AA-AA-000-0000,kri0001,2005-06-01,70,1,2,3
AA-AA-000-0000,kri0001,2005-09-01,83,1,2,3
AA-AA-000-0000,kri0001,2005-12-01,90,1,2,3
AA-AA-000-0000,kri0001,2006-03-01,95,0,2,2
AA-AA-000-0000,kri0001,2006-06-01,100,2,2,4
AA-AA-000-0000,kri0001,2006-09-01,109,3,2,5
AA-AA-000-0000,kri0001,2006-12-01,116,3,2,5
AA-AA-000-0000,kri0001,2007-03-01,119,2,2,4
AA-AA-000-0000,kri0001,2007-06-01,121,3,2,5
AA-AA-000-0000,kri0001,2007-09-01,125,4,1,5
AA-AA-000-0000,kri0001,2007-12-01,129,4,2,6
AA-AA-000-0000,kri0001,2008-03-01,129,4,1,5
AA-AA-000-0000,kri0001,2008-06-01,134,3,2,5
AA-AA-000-0000,kri0001,2008-09-01,134,3,2,5
AA-AA-000-0000,kri0001,2008-12-01,136,2,2,4
AA-AA-000-0000,kri0001,2009-03-01,137,2,2,4
AA-AA-000-0000,kri0001,2009-06-01,139,2,2,4
AA-AA-000-0000,kri0001,2009-09-01,145,1,2,3
AA-AA-000-0000,kri0001,2009-12-01,145,2,2,4
AA-AA-000-0000,kri0001,2010-03-01,145,6,2,8
AA-AA-000-0000,kri0001,2010-06-01,147,8,2,10
AA-AA-000-0000,kri0001,2010-09-01,148,8,1,9
AA-AA-000-0000,kri0001,2010-12-01,148,3,2,5
AA-AA-000-0000,kri0001,2011-03-01,151,3,2,5
AA-AA-000-0000,kri0001,2011-06-01,152,3,2,5
AA-AA-000-0000,kri0001,2011-09-01,156,3,2,5
AA-AA-000-0000,kri0001,2011-12-01,159,3,2,5
AA-AA-000-0000,kri0001,2012-03-01,160,3,2,5
AA-AA-000-0000,kri0001,2012-06-01,160,6,1,7
AA-AA-000-0000,kri0001,2012-09-01,162,7,1,8
AA-AA-000-0000,kri0001,2012-12-01,165,7,1,8
AA-AA-000-0000,kri0001,2013-03-01,165,6,1,7
AA-AA-000-0000,kri0001,2013-06-01,166,6,1,7
AA-AA-000-0000,kri0001,2013-09-01,166,8,1,9
AA-AA-000-0000,kri0001,2013-12-01,167,6,1,7
AA-AA-000-0000,kri0001,2014-03-01,168,6,1,7
AA-AA-000-0000,kri0001,2014-06-01,168,6,1,7
AA-AA-000-0000,kri0001,2014-09-01,168,6,1,7
AA-AA-000-0000,kri0001,2014-12-01,169,9,1,10
AA-AA-000-0000,kri0001,2015-03-01,169,8,1,9
AA-AA-000-0000,kri0001,2015-06-01,170,7,1,8
AA-AA-000-0000,kri0001,2015-09-01,171,9,1,10
AA-AA-000-0000,kri0001,2015-12-01,171,9,1,10
AA-AA-000-0000,kri0001,2016-03-01,171,10,1,11
AA-AA-000-0000,kri0001,2016-06-01,171,9,1,10
AA-AA-000-0000,kri0001,2016-09-01,172,10,1,11
AA-AA-000-0000,kri0001,2016-12-01,172,13,1,14
AA-AA-000-0000,kri0001,2017-03-01,172,14,1,15
AA-AA-000-0000,kri0001,2017-06-01,173,13,1,14
AA-AA-000-0000,kri0001,2017-09-01,174,12,1,13
AA-AA-000-0000,kri0001,2017-12-01,176,13,1,14
AA-AA-000-0000,kri0001,2018-03-01,176,15,1,16
AA-AA-000-0000,kri0001,2018-06-01,176,15,1,16
AA-AA-000-0000,kri0001,2018-09-01,176,15,1,16
AA-AA-000-0000,kri0001,2018-12-01,176,15,1,16
AA-AA-000-0000,kri0001,2019-03-01,176,15,1,16
AA-AA-000-0000,kri0001,2019-06-01,176,11,1,12
AA-AA-000-0000,kri0001,2019-09-01,176,12,1,13
AA-AA-000-0000,kri0001,2019-12-01,176,12,1,13
AA-AA-000-0000,kri0002,2003-12-01,6,0,0,0
AA-AA-000-0000,kri0002,2004-03-01,17,0,0,0
AA-AA-000-0000,kri0002,2004-06-01,29,0,0,0
AA-AA-000-0000,kri0002,2004-09-01,49,0,0,0
AA-AA-000-0000,kri0002,2004-12-01,58,0,0,0
AA-AA-000-0000,kri0002,2005-03-01,63,0,1,1
AA-AA-000-0000,kri0002,2005-06-01,70,0,1,1
AA-AA-000-0000,kri0002,2005-09-01,83,1,2,3
AA-AA-000-0000,kri0002,2005-12-01,90,1,2,3
AA-AA-000-0000,kri0002,2006-03-01,95,0,3,3
AA-AA-000-0000,kri0002,2006-06-01,100,0,3,3
AA-AA-000-0000,kri0002,2006-09-01,109,0,4,4
AA-AA-000-0000,kri0002,2006-12-01,116,0,5,5
AA-AA-000-0000,kri0002,2007-03-01,119,1,5,6
AA-AA-000-0000,kri0002,2007-06-01,121,3,5,8
AA-AA-000-0000,kri0002,2007-09-01,125,5,1,6
AA-AA-000-0000,kri0002,2007-12-01,129,6,1,7
AA-AA-000-0000,kri0002,2008-03-01,129,6,1,7
AA-AA-000-0000,kri0002,2008-06-01,134,7,2,9
AA-AA-000-0000,kri0002,2008-09-01,134,6,2,8
AA-AA-000-0000,kri0002,2008-12-01,136,6,1,7
AA-AA-000-0000,kri0002,2009-03-01,137,6,1,7
AA-AA-000-0000,kri0002,2009-06-01,139,7,1,8
AA-AA-000-0000,kri0002,2009-09-01,145,8,1,9
AA-AA-000-0000,kri0002,2009-12-01,145,8,1,9
AA-AA-000-0000,kri0002,2010-03-01,145,8,1,9
AA-AA-000-0000,kri0002,2010-06-01,147,9,1,10
AA-AA-000-0000,kri0002,2010-09-01,148,8,1,9
AA-AA-000-0000,kri0002,2010-12-01,148,7,2,9
AA-AA-000-0000,kri0002,2011-03-01,151,7,2,9
AA-AA-000-0000,kri0002,2011-06-01,152,8,2,10
AA-AA-000-0000,kri0002,2011-09-01,156,9,2,11
AA-AA-000-0000,kri0002,2011-12-01,159,7,2,9
AA-AA-000-0000,kri0002,2012-03-01,160,8,2,10
AA-AA-000-0000,kri0002,2012-06-01,160,8,2,10
AA-AA-000-0000,kri0002,2012-09-01,162,8,2,10
AA-AA-000-0000,kri0002,2012-12-01,165,9,2,11
AA-AA-000-0000,kri0002,2013-03-01,165,8,2,10
AA-AA-000-0000,kri0002,2013-06-01,166,8,2,10
AA-AA-000-0000,kri0002,2013-09-01,166,9,2,11
AA-AA-000-0000,kri0002,2013-12-01,167,9,2,11
AA-AA-000-0000,kri0002,2014-03-01,168,10,1,11
AA-AA-000-0000,kri0002,2014-06-01,168,10,1,11
AA-AA-000-0000,kri0002,2014-09-01,168,9,1,10
AA-AA-000-0000,kri0002,2014-12-01,169,10,1,11
AA-AA-000-0000,kri0002,2015-03-01,169,10,1,11
AA-AA-000-0000,kri0002,2015-06-01,170,12,1,13
AA-AA-000-0000,kri0002,2015-09-01,171,10,1,11
AA-AA-000-0000,kri0002,2015-12-01,171,9,1,10
AA-AA-000-0000,kri0002,2016-03-01,171,2,1,3
AA-AA-000-0000,kri0002,2016-06-01,171,2,1,3
AA-AA-000-0000,kri0002,2016-09-01,172,2,1,3
AA-AA-000-0000,kri0002,2016-12-01,172,2,1,3
